Location,Cleaned Location,Latitude,Longitude,Error
"3831 N 51ST BL,MKE","3831 N 51ST BL, MILWAUKEE, WI",43.086917,-87.977441,False
"1704 E NORTH AV,MKE","1704 E NORTH AV, MILWAUKEE, WI",43.06032,-87.88903499999998,False
"3622 N 27TH ST,MKE","3622 N 27TH ST, MILWAUKEE, WI",43.083964,-87.946758,False
"1429 N 20TH ST,MKE","1429 N 20TH ST, MILWAUKEE, WI",43.049205,-87.938024,False
"1433 N 20TH ST,MKE","1433 N 20TH ST, MILWAUKEE, WI",43.049408,-87.93802099999998,False
"S 13TH ST / W CLEVELAND AV,MKE","S 13TH ST & W CLEVELAND AV, MILWAUKEE, WI",42.995542,-87.928625,False
"1590 E NORTH AV,MKE","1590 E NORTH AV, MILWAUKEE, WI",43.06029,-87.890618,False
"3740 S 27TH ST,MKE","3740 S 27TH ST, MILWAUKEE, WI",42.977068,-87.947204,False
"1544 S 3RD ST,MKE","1544 S 3RD ST, MILWAUKEE, WI",43.01501500000001,-87.91350899999998,False
"8951 N 95TH ST,MKE","8951 N 95TH ST, MILWAUKEE, WI",43.180615,-88.02644699999998,False
"2438 N 51ST ST,MKE","2438 N 51ST ST, MILWAUKEE, WI",43.063344,-87.977078,False
"2061 N 26TH ST,MKE","2061 N 26TH ST, MILWAUKEE, WI",43.057229,-87.946471,False
"5634 W OKLAHOMA AV,MKE","5634 W OKLAHOMA AV, MILWAUKEE, WI",42.988933,-87.985033,False
"2500 W CORNELL ST,MKE","2500 W CORNELL ST, MILWAUKEE, WI",43.102593,-87.944186,False
"N LINCOLN MEMORIAL DR / E MASON ST,MKE","N LINCOLN MEMORIAL DR & E MASST, MILWAUKEE, WI",43.044931,-87.89559799999998,False
"2813 N 29TH ST,MKE","2813 N 29TH ST, MILWAUKEE, WI",43.06995300000001,-87.949996,False
"S 13TH ST / W BODEN CT,MKE","S 13TH ST & W BODEN CT, MILWAUKEE, WI",42.934956,-87.929558,False
"2559 N 39TH ST,MKE","2559 N 39TH ST, MILWAUKEE, WI",43.065486,-87.962468,False
"5437 N 91ST ST,MKE","5437 N 91ST ST, MILWAUKEE, WI",43.116662,-88.026251,False
"3440 S 27TH ST,MKE","3440 S 27TH ST, MILWAUKEE, WI",42.982072,-87.94778000000002,False
"N 55TH ST / W HAMPTON AV,MKE","N 55TH ST & W HAMPTAV, MILWAUKEE, WI",43.08829,-87.981412,False
"N 78TH ST / W SILVER SPRING DR,MKE","N 78TH ST & W SILVER SPRING DR, MILWAUKEE, WI",43.119574,-88.008551,False
"2544 N 40TH ST,MKE","2544 N 40TH ST, MILWAUKEE, WI",43.065267,-87.962978,False
"5749 N 91ST ST,MKE","5749 N 91ST ST, MILWAUKEE, WI",43.122413,-88.026137,False
"3320 W BROWN ST,MKE","3320 W BROWN ST, MILWAUKEE, WI",43.05658,-87.955947,False
"2956 N 49TH ST,MKE","2956 N 49TH ST, MILWAUKEE, WI",43.072842,-87.974409,False
"1818 W NATIONAL AV,MKE","1818 W NATIONAL AV, MILWAUKEE, WI",43.023582,-87.93619,False
"2218 W TOWNSEND ST,MKE","2218 W TOWNSEND ST, MILWAUKEE, WI",43.081409,-87.940274,False
"2809 N 20TH ST,MKE","2809 N 20TH ST, MILWAUKEE, WI",43.069775,-87.937599,False
"11910 W MILL RD,MKE","11910 W MILL RD, MILWAUKEE, WI",43.13419,-88.061454,False
"4475 N HOPKINS ST,MKE","4475 N HOPKINS ST, MILWAUKEE, WI",43.098649,-87.957705,False
"4714 W MILL RD,MKE","4714 W MILL RD, MILWAUKEE, WI",43.134277,-87.972491,False
"1439 W HADLEY ST,MKE","1439 W HADLEY ST, MILWAUKEE, WI",43.069276,-87.93012399999998,False
"3029 N 59TH ST,MKE","3029 N 59TH ST, MILWAUKEE, WI",43.074193,-87.986465,False
"3766 E EDGERTON AVE, CUDAHY, WI","3766 E EDGERTAVE, CUDAHY, WI, MILWAUKEE, WI",43.011264,-87.958409,False
"6502 W CAPITOL DR,MKE","6502 W CAPITOL DR, MILWAUKEE, WI",43.09037,-87.993656,False
"7841 W BRADLEY RD,MKE","7841 W BRADLEY RD, MILWAUKEE, WI",43.163125,-88.00809100000002,False
"4974 N 40TH ST,MKE","4974 N 40TH ST, MILWAUKEE, WI",43.10783,-87.962528,False
"2060 W HOWARD AV,MKE","2060 W HOWARD AV, MILWAUKEE, WI",42.974225,-87.943503,False
"7550 W APPLETON AV,MKE","7550 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409,False
"5301 N 27TH ST,MKE","5301 N 27TH ST, MILWAUKEE, WI",43.113782,-87.946738,False
HWY 175,"HWY 175, MILWAUKEE, WI",43.140372,-88.063353,False
"2200 N 31ST ST,MKE","2200 N 31ST ST, MILWAUKEE, WI",43.059706,-87.952325,False
"3520 W FOND DU LAC AV,MKE","3520 W FOND DU LAC AV, MILWAUKEE, WI",43.075841,-87.957636,False
"1351 W LAYTON AV,MKE","1351 W LAYTAV, MILWAUKEE, WI",43.011264,-87.958409,False
"5211 W FOREST HOME AV,GFD","5211 W FOREST HOME AV,GFD, MILWAUKEE, WI",42.98197,-87.97921600000002,False
"1421 N WATER ST,MKE","1421 N WATER ST, MILWAUKEE, WI",43.048466,-87.910685,False
"4660 N 29TH ST,MKE","4660 N 29TH ST, MILWAUKEE, WI",43.102153,-87.948713,False
"8215 W EUCLID AV,MKE","8215 W EUCLID AV, MILWAUKEE, WI",42.986607,-88.015403,False
"S 57TH ST / W STACK DR,MKE","S 57TH ST & W STACK DR, MILWAUKEE, WI",42.992044,-87.985114,False
"300 W MICHIGAN ST,MKE","300 W MICHIGAN ST, MILWAUKEE, WI",43.037739,-87.914674,False
"4556 N 84TH ST,MKE","4556 N 84TH ST, MILWAUKEE, WI",43.10053,-88.016915,False
"1243 S 34TH ST,MKE","1243 S 34TH ST, MILWAUKEE, WI",43.018039,-87.956662,False
"1808 N MARTIN L KING JR DR,MKE","1808 N DOCTOR M.L.K. DR, MILWAUKEE, WI",43.011264,-87.958409,False
"N VAN BUREN ST / E BRADY ST,MKE","N VAN BUREN ST & E BRADY ST, MILWAUKEE, WI",43.052985,-87.90334,False
"3320 S 19TH ST,MKE","3320 S 19TH ST, MILWAUKEE, WI",42.984217,-87.936943,False
"N 41ST ST / W FIEBRANTZ AV,MKE","N 41ST ST & W FIEBRANTZ AV, MILWAUKEE, WI",43.091626,-87.964153,False
"N 104TH CT / W KIEHNAU AV,MKE","N 104TH CT & W KIEHNAU AV, MILWAUKEE, WI",43.136924,-88.04153000000002,False
"E JUNEAU AV / N MARKET ST,MKE","E JUNEAU AVE & N MARKET ST, MILWAUKEE, WI",43.045746,-87.90988,False
"2031 W GRANT ST,MKE","2031 W GRANT ST, MILWAUKEE, WI",43.004528,-87.939097,False
1485 N FARWELL AV,"1485 N FARWELL AV, MILWAUKEE, WI",43.04973,-87.895748,False
"1563 N FARWELL AV,MKE","1563 N FARWELL AV, MILWAUKEE, WI",43.051031,-87.894536,False
"4908 N TEUTONIA AV,MKE","4908 N TEUTONIA AV, MILWAUKEE, WI",43.106488,-87.94745,False
N WATER / E JUNEAU,"N WATER & E JUNEAU, MILWAUKEE, WI",43.043361,-87.910804,False
"2848 N 76TH ST,MKE","2848 N 76TH ST, MILWAUKEE, WI",43.070829,-88.006919,False
"930 E WRIGHT ST,MKE","930 E WRIGHT ST, MILWAUKEE, WI",43.064023,-87.899345,False
"2766 N 44TH ST,MKE","2766 N 44TH ST, MILWAUKEE, WI",43.069363,-87.968351,False
"5152 N 51ST BL,MKE","5152 N 51ST BL, MILWAUKEE, WI",43.111323,-87.975837,False
"1614 N FARWELL AV,MKE","1614 N FARWELL AV, MILWAUKEE, WI",43.051449,-87.893159,False
"2938 N 24TH PL,MKE","2938 N 24TH PL, MILWAUKEE, WI",43.072361,-87.943173,False
"N MARTIN L KING JR DR / W CENTER ST,MKE","N DOCTOR M.L.K. DR & W CENTER ST, MILWAUKEE, WI",43.011264,-87.958409,False
"1812 W GRANT ST,MKE","1812 W GRANT ST, MILWAUKEE, WI",43.004995,-87.935903,False
"N 57TH ST / W CHAMBERS ST,MKE","N 57TH ST & W CHAMBERS ST, MILWAUKEE, WI",43.073503,-87.984166,False
"3423 S CLEMENT AV,MKE","3423 S CLEMENT AV, MILWAUKEE, WI",42.981746,-87.89466,False
"1929 N 38TH ST,MKE","1929 N 38TH ST, MILWAUKEE, WI",43.055734,-87.961421,False
"7378 N 86TH ST,MKE","7378 N 86TH ST, MILWAUKEE, WI",43.152047,-88.01775,False
"9630 W BEATRICE ST,MKE","9630 W BEATRICE ST, MILWAUKEE, WI",43.179871,-88.03191899999999,False
"6484 N 106TH ST,MKE","6484 N 106TH ST, MILWAUKEE, WI",43.136192,-88.04344,False
"3166 N 14TH ST,MKE","3166 N 14TH ST, MILWAUKEE, WI",43.076418,-87.92824499999998,False
"3643 S 20TH ST,MKE","3643 S 20TH ST, MILWAUKEE, WI",42.978529,-87.93894499999998,False
"3165 N 47TH ST,MKE","3165 N 47TH ST, MILWAUKEE, WI",43.076649,-87.972875,False
"501 N 35TH ST,MKE","501 N 35TH ST, MILWAUKEE, WI",43.036311,-87.957717,False
"1461 N 20TH ST,MKE","1461 N 20TH ST, MILWAUKEE, WI",43.049454,-87.937912,False
"4259 N 27TH ST,MKE","4259 N 27TH ST, MILWAUKEE, WI",43.093982,-87.94724000000002,False
"1709 S 8TH ST,MKE","1709 S 8TH ST, MILWAUKEE, WI",43.012024,-87.921461,False
"N 27TH ST / W CLYBOURN ST,MKE","N 27TH ST & W CLYBOURN ST, MILWAUKEE, WI",43.036133,-87.94773199999999,False
"2425 N HUMBOLDT BL,MKE","2425 N HUMBOLDT BL, MILWAUKEE, WI",43.06245,-87.898053,False
"1227 N MILWAUKEE ST,MKE","1227 N MILWAUKEE ST, MILWAUKEE, WI",43.046414,-87.90758199999998,False
"4136 N 63RD ST,MKE","4136 N 63RD ST, MILWAUKEE, WI",43.09267,-87.990284,False
"3455 S 20TH ST,MKE","3455 S 20TH ST, MILWAUKEE, WI",42.981965,-87.93885999999998,False
"1539 N CASS ST,MKE","1539 N CASS ST, MILWAUKEE, WI",43.050312,-87.902396,False
"2617 N 24TH PL,MKE","2617 N 24TH PL, MILWAUKEE, WI",43.06645200000001,-87.943989,False
"6500 W LOCUST ST,MKE","6500 W LOCUST ST, MILWAUKEE, WI",43.07196,-87.992965,False
"7954 W VILLARD AV,MKE","7954 W VILLARD AV, MILWAUKEE, WI",43.112409,-88.00974599999998,False
"5278 N 57TH ST,MKE","5278 N 57TH ST, MILWAUKEE, WI",43.113759,-87.98324699999998,False
"3260 N 45TH ST,MKE","3260 N 45TH ST, MILWAUKEE, WI",43.07833400000001,-87.969374,False
"2212 W BROWN ST,MKE","2212 W BROWN ST, MILWAUKEE, WI",43.056552,-87.940632,False
"2430 W MELVINA ST,MKE","2430 W MELVINA ST, MILWAUKEE, WI",43.088138,-87.942875,False
"6735 W BRADLEY RD,MKE","6735 W BRADLEY RD, MILWAUKEE, WI",43.161941,-87.99387800000002,False
"5180 N LOVERS LANE RD,MKE","5180 N LOVERS LANE RD, MILWAUKEE, WI",43.11206,-88.05483100000002,False
"2778 S KINNICKINNIC AV,MKE","2778 S KINNICKINNIC AV, MILWAUKEE, WI",42.994616,-87.893898,False
"3260 N 14TH ST,MKE","3260 N 14TH ST, MILWAUKEE, WI",43.078111,-87.928475,False
"1812 N 20TH ST,MKE","1812 N 20TH ST, MILWAUKEE, WI",43.054097,-87.937285,False
"1485 N FARWELL AV,MKE","1485 N FARWELL AV, MILWAUKEE, WI",43.04973,-87.895748,False
"2790 N CARLTON PL,MKE","2790 N CARLTPL, MILWAUKEE, WI",43.011264,-87.958409,False
"8183 N 107TH ST,MKE","8183 N 107TH ST, MILWAUKEE, WI",43.166065,-88.046128,False
"N 40TH ST / W TOWNSEND ST,MKE","N 40TH ST & W TOWNSEND ST, MILWAUKEE, WI",43.08111,-87.963172,False
"627 S 9TH ST,MKE","627 S 9TH ST, MILWAUKEE, WI",43.024684,-87.92275,False
"2920 N 12TH ST,MKE","2920 N 12TH ST, MILWAUKEE, WI",43.071698,-87.926374,False
"4701 N 52ND ST,MKE","4701 N 52ND ST, MILWAUKEE, WI",43.102557,-87.978219,False
"10300 W SILVER SPRING DR,MKE","10300 W SILVER SPRING DR, MILWAUKEE, WI",43.120195,-88.040705,False
"3200 N 29TH ST,MKE","3200 N 29TH ST, MILWAUKEE, WI",43.077124,-87.949302,False
"3273 N 45TH ST,MKE","3273 N 45TH ST, MILWAUKEE, WI",43.07855900000001,-87.970043,False
"1200 W COLLEGE AV,MKE","1200 W COLLEGE AV, MILWAUKEE, WI",42.931102,-87.927501,False
"N 78TH ST / W LOCUST ST,MKE","N 78TH ST & W LOCUST ST, MILWAUKEE, WI",43.071646,-88.00990300000002,False
"3898 S 84TH ST,MKE","3898 S 84TH ST, MILWAUKEE, WI",42.973726,-88.017699,False
"744 N VEL R PHILLIPS AV,MKE","744 N VEL R PHILLIPS AV, MILWAUKEE, WI",43.011264,-87.958409,False
"300 W LAYTON AV,MKE","300 W LAYTAV, MILWAUKEE, WI",43.011264,-87.958409,False
"3881 N SHERMAN BL,MKE","3881 N SHERMAN BL, MILWAUKEE, WI",43.087474,-87.967507,False
"7326 W HONEY CREEK DR,MKE","7326 W HONEY CREEK DR, MILWAUKEE, WI",42.986039,-88.00364300000003,False
"E OKLAHOMA AV / S TAYLOR AV,MKE","E OKLAHOMA AVE & S TAYLOR AV, MILWAUKEE, WI",42.988309,-87.9005,False
"1647 S 11TH ST,MKE","1647 S 11TH ST, MILWAUKEE, WI",43.01311,-87.925801,False
"N CASS ST / E PEARSON ST,MKE","N CASS ST & E PEARSST, MILWAUKEE, WI",43.046923,-87.902091,False
"E PEARSON ST / N CASS ST,MKE","E PEARSST & N CASS ST, MILWAUKEE, WI",43.011264,-87.958409,False
2400 W MICHIGAN,"2400 W MICHIGAN, MILWAUKEE, WI",43.037342,-87.94292800000002,False
"2311 W VIEAU PL,MKE","2311 W VIEAU PL, MILWAUKEE, WI",43.019881,-87.942623,False
"2418 N BREMEN ST,MKE","2418 N BREMEN ST, MILWAUKEE, WI",43.062514,-87.89997199999998,False
"3404 S 20TH ST,MKE","3404 S 20TH ST, MILWAUKEE, WI",42.982737,-87.938209,False
"1315 N CASS ST,MKE","1315 N CASS ST, MILWAUKEE, WI",43.04734600000001,-87.902537,False
"3750 W TOWNSEND ST,MKE","3750 W TOWNSEND ST, MILWAUKEE, WI",43.081265,-87.960125,False
"3937 N 27TH ST,MKE","3937 N 27TH ST, MILWAUKEE, WI",43.088333,-87.947366,False
"2272 S 28TH ST,MKE","2272 S 28TH ST, MILWAUKEE, WI",43.003312,-87.948871,False
"1027 N OLD WORLD THIRD ST,MKE","1027 N OLD WORLD THIRD ST, MILWAUKEE, WI",43.043513,-87.914803,False
"N 38TH ST / W TOWNSEND ST,MKE","N 38TH ST & W TOWNSEND ST, MILWAUKEE, WI",43.081114,-87.960809,False
"5960 N 84TH ST,MKE","5960 N 84TH ST, MILWAUKEE, WI",43.12635,-88.015466,False
"4761 N SHERMAN BL,MKE","4761 N SHERMAN BL, MILWAUKEE, WI",43.103876,-87.967061,False
"5437 N 74TH ST,MKE","5437 N 74TH ST, MILWAUKEE, WI",43.116109,-88.003784,False
"N 25TH ST / W MICHIGAN ST,MKE","N 25TH ST & W MICHIGAN ST, MILWAUKEE, WI",43.037495,-87.94498,False
"2700 W CONCORDIA AV,MKE","2700 W CONCORDIA AV, MILWAUKEE, WI",43.07936,-87.947322,False
"1818 E KENWOOD BL,MKE","1818 E KENWOOD BL, MILWAUKEE, WI",43.074948,-87.887045,False
"2230 N FARWELL AV,MKE","2230 N FARWELL AV, MILWAUKEE, WI",43.059444,-87.885316,False
"2926 S ELLEN ST,MKE","2926 S ELLEN ST, MILWAUKEE, WI",42.98940800000001,-87.886808,False
"3412 S INDIANA AV,MKE","3412 S INDIANA AV, MILWAUKEE, WI",42.982313,-87.87565,False
"3944 N 27TH ST,MKE","3944 N 27TH ST, MILWAUKEE, WI",43.088493,-87.946724,False
"N 66TH ST / W BURLEIGH ST,MKE","N 66TH ST & W BURLEIGH ST, MILWAUKEE, WI",43.074443,-87.993911,False
"2851 N FARWELL AV,MKE","2851 N FARWELL AV, MILWAUKEE, WI",43.070554,-87.882009,False
"3295 W TOWNSEND ST,MKE","3295 W TOWNSEND ST, MILWAUKEE, WI",43.0805,-87.95442,False
"N VEL R PHILLIPS AV / W MICHIGAN ST,MKE","N VEL R PHILLIPS AVE & W MICHIGAN ST, MILWAUKEE, WI",43.011264,-87.958409,False
"2725 N 20TH ST,MKE","2725 N 20TH ST, MILWAUKEE, WI",43.068412,-87.937749,False
"1918 W SALEM ST,MKE","1918 W SALEM ST, MILWAUKEE, WI",42.929254,-87.93876800000002,False
"N PROSPECT AV / E ROYALL PL,MKE","N PROSPECT AVE & E ROYALL PL, MILWAUKEE, WI",43.053978,-87.891319,False
"500 W LAYTON AV,MKE","500 W LAYTAV, MILWAUKEE, WI",43.011264,-87.958409,False
"2526 W WELLS ST,MKE","2526 W WELLS ST, MILWAUKEE, WI",43.040408,-87.945275,False
"1663 S 11TH ST,MKE","1663 S 11TH ST, MILWAUKEE, WI",43.012781,-87.925813,False
"1330 S 18TH ST,MKE","1330 S 18TH ST, MILWAUKEE, WI",43.017359,-87.93513100000001,False
"4858 N 61ST ST,MKE","4858 N 61ST ST, MILWAUKEE, WI",43.106301,-87.987109,False
"5375 N SHERMAN BL,MKE","5375 N SHERMAN BL, MILWAUKEE, WI",43.115379,-87.96672099999998,False
"N 64TH ST / W HAMPTON AV,MKE","N 64TH ST & W HAMPTAV, MILWAUKEE, WI",43.095461,-87.992094,False
"6700 W FLORIST AV,MKE","6700 W FLORIST AV, MILWAUKEE, WI",43.126589,-87.994637,False
"N 51ST BL / W VILLARD AV,MKE","N 51ST BL & W VILLARD AV, MILWAUKEE, WI",43.11199000000001,-87.976318,False
"N 34TH ST / W AUER AV,MKE","N 34TH ST & W AUER AV, MILWAUKEE, WI",43.077027,-87.95610400000002,False
"3074 S 56TH ST,MKE","3074 S 56TH ST, MILWAUKEE, WI",42.988749,-87.983787,False
"2831 N OAKLAND AV,MKE","2831 N OAKLAND AV, MILWAUKEE, WI",43.070264,-87.888091,False
"N 21ST ST / W CENTER ST,MKE","N 21ST ST & W CENTER ST, MILWAUKEE, WI",43.067812,-87.938732,False
"4800-BLK N TEUTONIA AV,MKE","4800- N TEUTONIA AV, MILWAUKEE, WI",43.104347,-87.946655,False
"N 60TH ST / W MILL RD,MKE","N 60TH ST & W MILL RD, MILWAUKEE, WI",43.133936,-87.986159,False
"3417 S 11TH ST,MKE","3417 S 11TH ST, MILWAUKEE, WI",42.982414,-87.926745,False
"2491 S 7TH ST,MKE","2491 S 7TH ST, MILWAUKEE, WI",42.999312,-87.920317,False
"N 6TH ST / W WELLS ST,MKE","N 6TH ST & W WELLS ST, MILWAUKEE, WI",43.016112,-87.91855799999998,False
"1125 W CAPITOL DR,MKE","1125 W CAPITOL DR, MILWAUKEE, WI",43.089014,-87.925366,False
"2973 N BOOTH ST,MKE","2973 N BOOTH ST, MILWAUKEE, WI",43.072716,-87.90417,False
"8141 W OKLAHOMA AV,MKE","8141 W OKLAHOMA AV, MILWAUKEE, WI",42.987684,-88.01498199999997,False
"4869 N 50TH ST,MKE","4869 N 50TH ST, MILWAUKEE, WI",43.106179,-87.97542,False
"5200 W VILLARD AV,MKE","5200 W VILLARD AV, MILWAUKEE, WI",43.112272,-87.977661,False
"N 41ST ST / W GLENDALE AV,MKE","N 41ST ST & W GLENDALE AV, MILWAUKEE, WI",43.100758,-87.963938,False
"6230 W CHAMBERS ST,MKE","6230 W CHAMBERS ST, MILWAUKEE, WI",43.073723,-87.990794,False
"3938 N 30TH ST,MKE","3938 N 30TH ST, MILWAUKEE, WI",43.08843,-87.950273,False
"5456 N 41ST ST,MKE","5456 N 41ST ST, MILWAUKEE, WI",43.116885,-87.963123,False
"3853 N 27TH ST,MKE","3853 N 27TH ST, MILWAUKEE, WI",43.087317,-87.947252,False
"N 13TH ST / W ST PAUL AV,MKE","N 13TH ST & W ST PAUL AV, MILWAUKEE, WI",43.034745,-87.928206,False
"8827 W VERONA CT,MKE","8827 W VERONA CT, MILWAUKEE, WI",42.981598,-88.023442,False
"3828 W NATIONAL AV,MKE","3828 W NATIONAL AV, MILWAUKEE, WI",43.021515,-87.961721,False
"2733 N 33RD ST,MKE","2733 N 33RD ST, MILWAUKEE, WI",43.068682,-87.955383,False
"W MELVINA ST / N 6TH ST,MKE","W MELVINA ST & N 6TH ST, MILWAUKEE, WI",43.088221,-87.910818,False
"3200 W CHERRY ST,MKE","3200 W CHERRY ST, MILWAUKEE, WI",43.050305,-87.954188,False
"4700 N GREEN BAY AV,MKE","4700 N GREEN BAY AV, MILWAUKEE, WI",43.103515,-87.928248,False
"2927 N 22ND ST,MKE","2927 N 22ND ST, MILWAUKEE, WI",43.072088,-87.940177,False
"2744 N 47TH ST,MKE","2744 N 47TH ST, MILWAUKEE, WI",43.068949,-87.97196600000002,False
"5665 N 56TH ST,MKE","5665 N 56TH ST, MILWAUKEE, WI",43.12080200000001,-87.98297,False
"4550 N 41ST ST,MKE","4550 N 41ST ST, MILWAUKEE, WI",43.100059,-87.96352900000002,False
"5349 N 91ST ST,MKE","5349 N 91ST ST, MILWAUKEE, WI",43.115156,-88.02674,False
"N 39TH ST / W FAIRMOUNT AV,MKE","N 39TH ST & W FAIRMOUNT AV, MILWAUKEE, WI",43.108277,-87.961489,False
"1125 N CALLAHAN PL,MKE","1125 N CALLAHAN PL, MILWAUKEE, WI",43.045091,-87.93298399999998,False
"658 W ATKINSON AV,MKE","658 W ATKINSAV, MILWAUKEE, WI",43.082205,-87.918924,False
"2465 N 54TH ST,MKE","2465 N 54TH ST, MILWAUKEE, WI",43.063949,-87.98115200000002,False
"W LOCUST ST / N 8TH ST,MKE","W LOCUST ST & N 8TH ST, MILWAUKEE, WI",43.071186,-87.921419,False
"5230 W CHAMBERS ST,MKE","5230 W CHAMBERS ST, MILWAUKEE, WI",43.073619,-87.978898,False
"622 W LINCOLN AV,MKE","622 W LINCOLN AV, MILWAUKEE, WI",43.002976,-87.91947900000002,False
"11167 W FOND DU LAC AV,MKE","11167 W FOND DU LAC AV, MILWAUKEE, WI",43.089769,-87.97609200000002,False
"8743 N 72ND ST,MKE","8743 N 72ND ST, MILWAUKEE, WI",43.177182,-87.999955,False
"N 47TH ST / W HOPE AV,MKE","N 47TH ST & W HOPE AV, MILWAUKEE, WI",43.093475,-87.972284,False
"4855 N HOPKINS ST,MKE","4855 N HOPKINS ST, MILWAUKEE, WI",43.105706,-87.96074200000002,False
"3469 S 84TH ST,MKE","3469 S 84TH ST, MILWAUKEE, WI",42.98155300000001,-88.017827,False
"750 W CENTER ST,MKE","750 W CENTER ST, MILWAUKEE, WI",43.067453,-87.92066700000002,False
"2467 N 49TH ST,MKE","2467 N 49TH ST, MILWAUKEE, WI",43.063909,-87.97525999999998,False
628 N WATER,"628 N WATER, MILWAUKEE, WI",43.038101,-87.908578,False
"3437 N 20TH ST,MKE","3437 N 20TH ST, MILWAUKEE, WI",43.081963,-87.937496,False
"2900 W FOND DU LAC AV,MKE","2900 W FOND DU LAC AV, MILWAUKEE, WI",43.069169,-87.949854,False
"210 S 2ND ST,MKE","210 S 2ND ST, MILWAUKEE, WI",43.029095,-87.91208,False
"2846 N 48TH ST,MKE","2846 N 48TH ST, MILWAUKEE, WI",43.070798,-87.973224,False
"N 35TH ST / W FLORIST AV,MKE","N 35TH ST & W FLORIST AV, MILWAUKEE, WI",43.126533,-87.956114,False
"2140 N 16TH ST,MKE","2140 N 16TH ST, MILWAUKEE, WI",43.058879,-87.932261,False
"7533 W GRANTOSA DR,MKE","7533 W GRANTOSA DR, MILWAUKEE, WI",43.110225,-88.005241,False
"2121 N CAMBRIDGE AV,MKE","2121 N CAMBRIDGE AV, MILWAUKEE, WI",43.059182,-87.892471,False
"2800 S LOGAN AV,MKE","2800 S LOGAN AV, MILWAUKEE, WI",42.99362100000001,-87.896362,False
"1408 W HARRISON AV,MKE","1408 W HARRISAV, MILWAUKEE, WI",43.011264,-87.958409,False
"540 S 76TH ST,MKE","540 S 76TH ST, MILWAUKEE, WI",43.026342,-88.006749,False
"5309 N 48TH ST,MKE","5309 N 48TH ST, MILWAUKEE, WI",43.114057,-87.97284599999998,False
"W HAMPTON AV / N HOPKINS ST,MKE","W HAMPTAV & N HOPKINS ST, MILWAUKEE, WI",43.011264,-87.958409,False
"6000 N TEUTONIA AV,MKE","6000 N TEUTONIA AV, MILWAUKEE, WI",43.128012,-87.949265,False
"2644 N HUMBOLDT BL,MKE","2644 N HUMBOLDT BL, MILWAUKEE, WI",43.066679,-87.896804,False
"800 N JEFFERSON ST,MKE","800 N JEFFERSST, MILWAUKEE, WI",43.011264,-87.958409,False
"3007 S KINNICKINNIC AV,MKE","3007 S KINNICKINNIC AV, MILWAUKEE, WI",42.989905,-87.885001,False
"6000 N 91ST ST,MKE","6000 N 91ST ST, MILWAUKEE, WI",43.126794,-88.024567,False
"4900 W FOND DU LAC AV,MKE","4900 W FOND DU LAC AV, MILWAUKEE, WI",43.089004,-87.97450500000002,False
"4400 W STATE ST,MKE","4400 W STATE ST, MILWAUKEE, WI",43.043382,-87.96861899999998,False
"3303 W BURNHAM ST,MKE","3303 W BURNHAM ST, MILWAUKEE, WI",43.010041,-87.955424,False
"N 39TH ST / W FLORIST AV,MKE","N 39TH ST & W FLORIST AV, MILWAUKEE, WI",43.126576,-87.960932,False
"N 55TH ST / W BRENTWOOD AV,MKE","N 55TH ST & W BRENTWOOD AV, MILWAUKEE, WI",43.134954,-87.980812,False
"8601 W FLORIST AV,MKE","8601 W FLORIST AV, MILWAUKEE, WI",43.126684,-88.017848,False
"7265 W SILVER SPRING DR,MKE","7265 W SILVER SPRING DR, MILWAUKEE, WI",43.119395,-88.00235699999998,False
"7000 N TEUTONIA AV,MKE","7000 N TEUTONIA AV, MILWAUKEE, WI",43.14507800000001,-87.954993,False
"9296 N 70TH ST,MKE","9296 N 70TH ST, MILWAUKEE, WI",43.187298,-87.996201,False
"2652 N HOLTON ST,MKE","2652 N HOLTST, MILWAUKEE, WI",43.011264,-87.958409,False
"3138 S LENOX ST,MKE","3138 S LENOX ST, MILWAUKEE, WI",42.987318,-87.89766999999998,False
"3140 N 26TH ST,MKE","3140 N 26TH ST, MILWAUKEE, WI",43.076126,-87.94559100000002,False
"6837 W MEDFORD AV,MKE","6837 W MEDFORD AV, MILWAUKEE, WI",43.104588,-87.996871,False
"3340 N 14TH ST,MKE","3340 N 14TH ST, MILWAUKEE, WI",43.079891,-87.928147,False
"3400 N 14TH ST,MKE","3400 N 14TH ST, MILWAUKEE, WI",43.080184,-87.92814,False
"6553 N BEALE ST,MKE","6553 N BEALE ST, MILWAUKEE, WI",43.136493,-88.03749300000001,False
"614 N BROADWAY,MKE","614 N BROADWAY, MILWAUKEE, WI",43.03786,-87.907227,False
"3065 N 13TH ST,MKE","3065 N 13TH ST, MILWAUKEE, WI",43.074579,-87.927591,False
"3400-BLK W MILL RD,MKE","3400- W MILL RD, MILWAUKEE, WI",43.135243,-87.953404,False
"3406 S 13TH ST,MKE","3406 S 13TH ST, MILWAUKEE, WI",42.982617,-87.92848199999997,False
"E LAGOON DR / N LINCOLN MEMORIAL DR,MKE","E LAGODR & N LINCOLN MEMORIAL DR, MILWAUKEE, WI",43.011264,-87.958409,False
"814 W OKLAHOMA AV,MKE","814 W OKLAHOMA AV, MILWAUKEE, WI",42.988547,-87.92193,False
