,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
357,182580369-Assignment Completed,182580369,2018-09-15 03:43:19,"4265 N 30TH ST,MKE",5,BUSINESS CHECK,Assignment Completed,"4265 N 30TH ST,MILWAUKEE","{'lat': 43.094535, 'lng': -87.951736}",
358,182580368-To be Filed,182580368,2018-09-15 03:42:33,"2228 E NEWBERRY BL,MKE",1,RECOVERED PROP,To be Filed,"2228 E NEWBERRY BL, MILWAUKEE, WI","{'lat': 43.069702, 'lng': -87.881918}",
359,182580031-To be Filed,182580031,2018-09-15 03:14:55,"2320 W LAYTON AV,MKE",6,PROPERTY DAMAGE,To be Filed,"2320 W LAYTAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
360,182580373-Assignment Completed,182580373,2018-09-15 03:48:09,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
361,182580356-Assignment Completed,182580356,2018-09-15 03:32:09,"N WATER ST / E KILBOURN AV,MKE",1,INJ PERSON/SICK,Assignment Completed,"N WATER ST & E KILBOURN AV, MILWAUKEE, WI","{'lat': 43.042241, 'lng': -87.910398}",
362,182580329-Assignment Completed,182580329,2018-09-15 03:10:31,"4958 N 54TH ST,MKE",7,FIRE,Assignment Completed,"4958 N 54TH ST, MILWAUKEE, WI","{'lat': 43.107789, 'lng': -87.979641}",
363,182580380-Service in Progress,182580380,2018-09-15 03:53:29,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
364,182580377-Assignment Completed,182580377,2018-09-15 03:51:12,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
365,182580383-Assignment Completed,182580383,2018-09-15 03:59:05,"1202 W HADLEY ST,MKE",5,SHOTSPOTTER,Assignment Completed,"1202 W HADLEY ST, MILWAUKEE, WI","{'lat': 43.069683, 'lng': -87.926882}",
366,182580386-Service in Progress,182580386,2018-09-15 03:57:50,"1689 N CASS ST,MKE",1,TRAFFIC STOP,Service in Progress,"1689 N CASS ST, MILWAUKEE, WI","{'lat': 43.052684, 'lng': -87.902407}",
367,182580385-Assignment Completed,182580385,2018-09-15 03:57:28,"11800 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"11800 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.117763, 'lng': -88.059907}",
368,182580334-To be Filed,182580334,2018-09-15 03:16:58,"4840 N 54TH ST,MKE",7,FIRE,To be Filed,"4840 N 54TH ST, MILWAUKEE, WI","{'lat': 43.105605, 'lng': -87.979673}",
369,182580394-Assignment Completed,182580394,2018-09-15 04:03:43,"3520 N 4TH ST,MKE",5,BATTERY CUTTING,Assignment Completed,"3520 N 4TH ST, MILWAUKEE, WI","{'lat': 43.082582, 'lng': -87.914527}",
370,182580398-Assignment Completed,182580398,2018-09-15 04:03:15,"1614 E NORTH AV,MKE",1,BUSINESS CHECK,Assignment Completed,"1614 E NORTH AV, MILWAUKEE, WI","{'lat': 43.060457, 'lng': -87.8898}",
371,182580395-Assignment Completed,182580395,2018-09-15 04:01:27,"N 22ND ST / W BURLEIGH ST,MKE",5,PARK AND WALK,Assignment Completed,"N 22ND ST & W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.073291, 'lng': -87.939884}",
372,182580392-Assignment Completed,182580392,2018-09-15 04:00:34,"1400 E BRADY ST,MKE",1,BUSINESS CHECK,Assignment Completed,"1400 E BRADY ST,MILWAUKEE","{'lat': 43.05327, 'lng': -87.893025}",
373,182580379-Unable to Locate Complainant,182580379,2018-09-15 04:00:26,"N 6TH ST / W LOCUST ST,MKE",5,WELFARE CITIZEN,Unable to Locate Complainant,"N 6TH ST & W LOCUST ST, MILWAUKEE, WI","{'lat': 43.071165, 'lng': -87.918376}",
374,182580409-Open Investigation,182580409,2018-09-15 04:09:16,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Open Investigation,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
375,182580403-Service in Progress,182580403,2018-09-15 04:05:43,"N 21ST ST / W HAMPTON AV,MKE",7,ACC PDO,Service in Progress,"N 21ST ST & W HAMPTAV, MILWAUKEE, WI","{'lat': 43.067811, 'lng': -87.938583}",
376,182580410-Service in Progress,182580410,2018-09-15 04:13:18,"N 11TH LA / W LOCUST ST,MKE",5,SHOTS FIRED,Service in Progress,"N 11TH LA & W LOCUST ST, MILWAUKEE, WI","{'lat': 43.071221, 'lng': -87.926004}",
377,182580412-Service in Progress,182580412,2018-09-15 04:11:01,"3225 S AUSTIN ST,MKE",6,ASSIGNMENT,Service in Progress,"3225 S AUSTIN ST, MILWAUKEE, WI","{'lat': 42.985851, 'lng': -87.907124}",
378,182580422-Assignment Completed,182580422,2018-09-15 04:17:26,"2008 W CENTER ST,MKE",5,BUSINESS CHECK,Assignment Completed,"2008 W CENTER ST,MILWAUKEE","{'lat': 43.067948, 'lng': -87.937553}",
379,182580421-Advised,182580421,2018-09-15 04:17:14,"1000-BLK N OLD WORLD THIRD ST,MKE",1,TRBL W/SUBJ,Advised,"1000- N OLD WORLD THIRD ST, MILWAUKEE, WI","{'lat': 43.042768, 'lng': -87.914475}",
380,182580420-Advised,182580420,2018-09-15 04:16:51,"E STATE ST / N RIVERWALK WA,MKE",1,TRBL W/SUBJ,Advised,"E STATE ST & N RIVERWALK WA, MILWAUKEE, WI","{'lat': 43.043529, 'lng': -87.905972}",
381,182580417-Service in Progress,182580417,2018-09-15 04:16:19,"2322 N 5TH ST,MKE",5,FIRE,Service in Progress,"2322 N 5TH ST, MILWAUKEE, WI","{'lat': 43.060883, 'lng': -87.916581}",
382,182580419-Assignment Completed,182580419,2018-09-15 04:16:19,"8205 W BROWN DEER RD,MKE",4,BUSINESS CHECK,Assignment Completed,"8205 W BROWN DEER RD, MILWAUKEE, WI","{'lat': 43.177336, 'lng': -88.011794}",
383,182580416-Service in Progress,182580416,2018-09-15 04:15:03,"5736 W SILVER SPRING DR,MKE",4,ACC UNKN INJ,Service in Progress,"5736 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119634, 'lng': -87.984731}",
384,182580415-Service in Progress,182580415,2018-09-15 04:15:01,"E KENWOOD BL / N MARIETTA AV,MKE",1,TRBL W/SUBJ,Service in Progress,"E KENWOOD BL & N MARIETTA AV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
385,182580427-Service in Progress,182580427,2018-09-15 04:24:51,"3626 W FOND DU LAC AV,MKE",7,FOLLOW UP,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
386,182580426-Assignment Completed,182580426,2018-09-15 04:24:46,"N 23RD ST / W HADLEY ST,MKE",5,PARK AND WALK,Assignment Completed,"N 23RD ST & W HADLEY ST,MILWAUKEE","{'lat': 43.069665, 'lng': -87.941192}",
387,182580425-Service in Progress,182580425,2018-09-15 04:22:28,"3626 W FOND DU LAC AV,MKE",7,BATTERY DV,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
388,182580375-Service in Progress,182580375,2018-09-15 04:22:20,"432 N 30TH ST,MKE",3,BATTERY,Service in Progress,"432 N 30TH ST, MILWAUKEE, WI","{'lat': 43.035561, 'lng': -87.951149}",
389,182580418-Advised,182580418,2018-09-15 04:20:13,"9324 W PARK HILL AV,MKE",3,SUSP PERS/AUTO,Advised,"9324 W PARK HILL AV, MILWAUKEE, WI","{'lat': 43.033325, 'lng': -88.0294}",
390,182580415-Advised,182580415,2018-09-15 04:15:01,"E KENWOOD BL / N MARIETTA AV,MKE",1,TRBL W/SUBJ,Advised,"E KENWOOD BL & N MARIETTA AV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
391,182580410-Unable to Locate Complainant,182580410,2018-09-15 04:13:18,"N 11TH LA / W LOCUST ST,MKE",5,SHOTS FIRED,Unable to Locate Complainant,"N 11TH LA & W LOCUST ST, MILWAUKEE, WI","{'lat': 43.071221, 'lng': -87.926004}",
392,182580430-Assignment Completed,182580430,2018-09-15 04:27:21,"2819 N 24TH ST,MKE",5,CITIZEN CONTACT,Assignment Completed,"2819 N 24TH ST, MILWAUKEE, WI","{'lat': 43.070013, 'lng': -87.942571}",
393,182580428-Advised,182580428,2018-09-15 04:27:00,"4251 N 60TH ST,MKE",7,TRBL W/SUBJ,Advised,"4251 N 60TH ST, MILWAUKEE, WI","{'lat': 43.095013, 'lng': -87.987164}",
394,182580424-Service in Progress,182580424,2018-09-15 04:25:45,"1603 N VAN BUREN ST,MKE",1,BATTERY,Service in Progress,"1603 N VAN BUREN ST, MILWAUKEE, WI","{'lat': 43.050717, 'lng': -87.903577}",
395,182580425-Assignment Completed,182580425,2018-09-15 04:22:28,"3626 W FOND DU LAC AV,MKE",7,BATTERY DV,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
396,182580345-Advised,182580345,2018-09-15 03:37:34,"555 S LAYTON BL,MKE",2,SUSP PERS/AUTO,Advised,"555 S LAYTBL,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
397,182580435-Service in Progress,182580435,2018-09-15 04:34:46,"3626 W FOND DU LAC AV,MKE",7,SUBJ WANTED,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
398,182580429-Advised,182580429,2018-09-15 04:34:39,"2478 S 5TH ST,MKE",2,TRBL W/SUBJ,Advised,"2478 S 5TH ST, MILWAUKEE, WI","{'lat': 42.999714, 'lng': -87.916591}",
399,182580433-Assignment Completed,182580433,2018-09-15 04:31:25,"2909 N 20TH ST,MKE",5,BUSINESS CHECK,Assignment Completed,"2909 N 20TH ST, MILWAUKEE, WI","{'lat': 43.071871, 'lng': -87.937695}",
400,182580423-Service in Progress,182580423,2018-09-15 04:39:09,"N 26TH ST / W BROWN ST,MKE",3,SUSP PERS/AUTO,Service in Progress,"N 26TH ST & W BROWN ST, MILWAUKEE, WI","{'lat': 43.05634, 'lng': -87.946332}",
401,182580438-Assignment Completed,182580438,2018-09-15 04:37:42,"6000 W GOOD HOPE RD,MKE",4,BUS INVESTIGATIO,Assignment Completed,"6000 W GOOD HOPE RD, MILWAUKEE, WI","{'lat': 43.149176, 'lng': -87.986092}",
402,182580367-Service in Progress,182580367,2018-09-15 04:36:00,"7970 N 76TH ST,MKE",4,ENTRY,Service in Progress,"7970 N 76TH ST, MILWAUKEE, WI","{'lat': 43.162905, 'lng': -88.003981}",
403,182580388-Unable to Locate Complainant,182580388,2018-09-15 04:44:51,"2328 S 31ST ST,MKE",2,NOISE NUISANCE,Unable to Locate Complainant,"2328 S 31ST ST, MILWAUKEE, WI","{'lat': 43.002385, 'lng': -87.952536}",
404,182580434-Unable to Locate Complainant,182580434,2018-09-15 04:44:21,"2319 S 10TH ST,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant,"2319 S 10TH ST, MILWAUKEE, WI","{'lat': 43.002327, 'lng': -87.925102}",
405,182580378-Advised,182580378,2018-09-15 04:41:15,"3172 S 19TH ST,MKE",6,SUSP PERS/AUTO,Advised,"3172 S 19TH ST, MILWAUKEE, WI","{'lat': 42.986711, 'lng': -87.936887}",
406,182580381-Unable to Locate Complainant,182580381,2018-09-15 04:41:13,"S 12TH ST / W ARTHUR AV,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant,"S 12TH ST & W ARTHUR AV,MILWAUKEE","{'lat': 42.999198, 'lng': -87.927325}",
407,182580442-Service in Progress,182580442,2018-09-15 04:40:59,"2333 N 49TH ST,MKE",3,REPORTS,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
408,182580441-Service in Progress,182580441,2018-09-15 04:40:09,"N 25TH ST / W LOCUST ST,MKE",5,PARK AND WALK,Service in Progress,"N 25TH ST & W LOCUST ST, MILWAUKEE, WI","{'lat': 43.071519, 'lng': -87.944863}",
409,182580437-Service in Progress,182580437,2018-09-15 04:48:37,"5937 N 39TH ST,MKE",4,BATTERY DV,Service in Progress,"5937 N 39TH ST, MILWAUKEE, WI","{'lat': 43.125582, 'lng': -87.961244}",
410,182580446-Advised,182580446,2018-09-15 04:47:47,"S 11TH ST / W LINCOLN AV,MKE",2,SUSP PERS/AUTO,Advised,"S 11TH ST & W LINCOLN AV,MILWAUKEE","{'lat': 43.002845, 'lng': -87.926039}",
411,182580448-Service in Progress,182580448,2018-09-15 04:47:46,"749 W STATE ST,MKE",1,REPORTS,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
412,182580445-Service in Progress,182580445,2018-09-15 04:47:39,"2125 N HI MOUNT BL,MKE",3,SUBJ WITH GUN,Service in Progress,"2125 N HI MOUNT BL, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
413,182580447-To be Filed,182580447,2018-09-15 04:47:29,"1942 W BURNHAM ST,MKE",2,SHOTSPOTTER,To be Filed,"1942 W BURNHAM ST,MILWAUKEE","{'lat': 43.01056, 'lng': -87.937801}",
414,182580424-Open Investigation,182580424,2018-09-15 04:25:45,"1603 N VAN BUREN ST,MKE",1,BATTERY,Open Investigation,"1603 N VAN BUREN ST, MILWAUKEE, WI","{'lat': 43.050717, 'lng': -87.903577}",
415,182580375-Advised/Referral,182580375,2018-09-15 04:22:20,"432 N 30TH ST,MKE",3,BATTERY,Advised/Referral,"432 N 30TH ST, MILWAUKEE, WI","{'lat': 43.035561, 'lng': -87.951149}",
416,182580403-Assignment Completed,182580403,2018-09-15 04:05:43,"N 21ST ST / W HAMPTON AV,MKE",7,ACC PDO,Assignment Completed,"N 21ST ST & W HAMPTAV, MILWAUKEE, WI","{'lat': 43.067811, 'lng': -87.938583}",
417,182580452-Service in Progress,182580452,2018-09-15 04:53:16,"4909 N 51ST BL,MKE",7,FIRE,Service in Progress,"4909 N 51ST BL, MILWAUKEE, WI","{'lat': 43.106656, 'lng': -87.976538}",
418,182580449-Service in Progress,182580449,2018-09-15 04:52:57,"4928 W VILLARD AV,MKE",4,FIRE,Service in Progress,"4928 W VILLARD AV,MILWAUKEE","{'lat': 43.112262, 'lng': -87.974686}",
419,182580371-Service in Progress,182580371,2018-09-15 04:45:55,"2342 N 33RD ST,MKE",3,NOISE NUISANCE,Service in Progress,"2342 N 33RD ST, MILWAUKEE, WI","{'lat': 43.061398, 'lng': -87.955128}",
420,182580423-Advised,182580423,2018-09-15 04:39:09,"N 26TH ST / W BROWN ST,MKE",3,SUSP PERS/AUTO,Advised,"N 26TH ST & W BROWN ST, MILWAUKEE, WI","{'lat': 43.05634, 'lng': -87.946332}",
421,182580458-Service in Progress,182580458,2018-09-15 04:59:27,"4869 N 51ST BL,MKE",7,FIRE,Service in Progress,"4869 N 51ST BL, MILWAUKEE, WI","{'lat': 43.10607, 'lng': -87.976722}",
422,182580455-Cleared by Arrest,182580455,2018-09-15 04:56:31,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Cleared by Arrest,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
423,182580435-Assignment Completed,182580435,2018-09-15 04:34:46,"3626 W FOND DU LAC AV,MKE",7,SUBJ WANTED,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
424,182580460-Service in Progress,182580460,2018-09-15 05:03:17,"1557 S MUSKEGO AV,MKE",2,SHOTSPOTTER,Service in Progress,"1557 S MUSKEGO AV, MILWAUKEE, WI","{'lat': 43.015017, 'lng': -87.935528}",
425,182580467-Service in Progress,182580467,2018-09-15 05:09:13,"2122 W ATKINSON AV,MKE",5,FIRE,Service in Progress,"2122 W ATKINSAV, MILWAUKEE, WI","{'lat': 43.09186, 'lng': -87.938638}",
426,182580465-Service in Progress,182580465,2018-09-15 05:06:59,"1540 S UNION ST,MKE",2,SHOTSPOTTER,Service in Progress,"1540 S UNIST, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
427,182580466-Service in Progress,182580466,2018-09-15 05:06:46,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
428,182580461-Service in Progress,182580461,2018-09-15 05:05:04,"2034 W LAPHAM ST,MKE",2,SHOTSPOTTER,Service in Progress,"2034 W LAPHAM ST, MILWAUKEE, WI","{'lat': 43.014432, 'lng': -87.939117}",
429,182580416-Assignment Completed,182580416,2018-09-15 04:15:03,"5736 W SILVER SPRING DR,MKE",4,ACC UNKN INJ,Assignment Completed,"5736 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119634, 'lng': -87.984731}",
430,182580476-Assignment Completed,182580476,2018-09-15 05:14:53,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed,"4115 N 56TH ST,MILWAUKEE","{'lat': 43.091323, 'lng': -87.984621}",
431,182580406-Unable to Locate Complainant,182580406,2018-09-15 05:11:04,"2836 N SHERMAN BL,MKE",7,THEFT,Unable to Locate Complainant,"2836 N SHERMAN BL, MILWAUKEE, WI","{'lat': 43.070536, 'lng': -87.96681}",
432,182580479-Service in Progress,182580479,2018-09-15 05:18:40,"N 54TH ST / W FAIRMOUNT AV,MKE",7,FIRE,Service in Progress,"N 54TH ST & W FAIRMOUNT AV, MILWAUKEE, WI","{'lat': 43.108412, 'lng': -87.980069}",
433,182580461-Unable to Locate Complainant,182580461,2018-09-15 05:05:04,"2034 W LAPHAM ST,MKE",2,SHOTSPOTTER,Unable to Locate Complainant,"2034 W LAPHAM ST, MILWAUKEE, WI","{'lat': 43.014432, 'lng': -87.939117}",
434,182580371-Advised,182580371,2018-09-15 04:45:55,"2342 N 33RD ST,MKE",3,NOISE NUISANCE,Advised,"2342 N 33RD ST, MILWAUKEE, WI","{'lat': 43.061398, 'lng': -87.955128}",
435,182580483-Service in Progress,182580483,2018-09-15 05:23:47,"5334 W HAMPTON AV,MKE",7,FIRE,Service in Progress,"5334 W HAMPTAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
436,182580482-Service in Progress,182580482,2018-09-15 05:22:10,"4947 N 54TH ST,MKE",7,FIRE,Service in Progress,"4947 N 54TH ST, MILWAUKEE, WI","{'lat': 43.107546, 'lng': -87.980359}",
437,182580480-Unable to Locate Complainant,182580480,2018-09-15 05:21:34,"N 69TH ST / W GRANTOSA DR,MKE",4,BATTERY,Unable to Locate Complainant,"N 69TH ST & W GRANTOSA DR, MILWAUKEE, WI","{'lat': 43.113925, 'lng': -87.997326}",
438,182580367-To be Filed,182580367,2018-09-15 04:36:00,"7970 N 76TH ST,MKE",4,ENTRY,To be Filed,"7970 N 76TH ST, MILWAUKEE, WI","{'lat': 43.162905, 'lng': -88.003981}",
439,182580486-Service in Progress,182580486,2018-09-15 05:28:16,"4845 N 56TH ST,MKE",7,FIRE,Service in Progress,"4845 N 56TH ST, MILWAUKEE, WI","{'lat': 43.105503, 'lng': -87.982733}",
440,182580485-Assignment Completed,182580485,2018-09-15 05:26:26,"2950 N OAKLAND AV,MKE",1,BUSINESS CHECK,Assignment Completed,"2950 N OAKLAND AV,MILWAUKEE","{'lat': 43.071894, 'lng': -87.887449}",
441,182580484-Assignment Completed,182580484,2018-09-15 05:25:02,"200 N BROADWAY,MKE",1,PATROL,Assignment Completed,"200 N BROADWAY,MILWAUKEE","{'lat': 43.032962, 'lng': -87.906661}",
442,182580441-Assignment Completed,182580441,2018-09-15 04:40:09,"N 25TH ST / W LOCUST ST,MKE",5,PARK AND WALK,Assignment Completed,"N 25TH ST & W LOCUST ST, MILWAUKEE, WI","{'lat': 43.071519, 'lng': -87.944863}",
443,182580496-Service in Progress,182580496,2018-09-15 05:39:25,"2642 S 16TH ST,MKE",2,SHOTS FIRED,Service in Progress,"2642 S 16TH ST, MILWAUKEE, WI","{'lat': 42.996697, 'lng': -87.933152}",
444,182580491-Advised,182580491,2018-09-15 05:36:32,"5808 W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised,"5808 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
445,182580490-Service in Progress,182580490,2018-09-15 05:36:31,"9205 W SILVER SPRING DR,MKE",4,SUBJ WITH WEAPON,Service in Progress,"9205 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119161, 'lng': -88.027383}",
446,182580463-Service in Progress,182580463,2018-09-15 05:44:58,"245 W LINCOLN AV,MKE",2,PRISONER TRANS,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
447,182580456-Service in Progress,182580456,2018-09-15 05:43:57,"S 3RD ST / W NATIONAL AV,MKE",2,NOISE NUISANCE,Service in Progress,"S 3RD ST & W NATIONAL AV, MILWAUKEE, WI","{'lat': 43.023212, 'lng': -87.914029}",
448,182580495-Service in Progress,182580495,2018-09-15 05:42:06,"3852 N 19TH PL,MKE",5,ENTRY-DV,Service in Progress,"3852 N 19TH PL, MILWAUKEE, WI","{'lat': 43.087206, 'lng': -87.935314}",
449,182580498-Service in Progress,182580498,2018-09-15 05:41:12,"E LOCUST ST / N LAKE DR,MKE",1,PATROL,Service in Progress,"E LOCUST ST & N LAKE DR, MILWAUKEE, WI","{'lat': 43.070962, 'lng': -87.872323}",
450,182580497-Service in Progress,182580497,2018-09-15 05:40:46,"3536 W FOND DU LAC AV,MKE",7,ENTRY,Service in Progress,"3536 W FOND DU LAC AV, MILWAUKEE, WI","{'lat': 43.076393, 'lng': -87.958029}",
451,182580478-Advised,182580478,2018-09-15 05:40:41,"N 54TH ST / W VINE ST,MKE",3,SUSPICIOUS-OTH,Advised,"N 54TH ST & W VINE ST, MILWAUKEE, WI","{'lat': 43.055218, 'lng': -87.980946}",
452,182580445-To be Filed,182580445,2018-09-15 04:47:39,"2125 N HI MOUNT BL,MKE",3,SUBJ WITH GUN,To be Filed,"2125 N HI MOUNT BL, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
453,182580505-Service in Progress,182580505,2018-09-15 05:51:00,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
454,182580501-Service in Progress,182580501,2018-09-15 05:50:41,"3314 S 15TH PL,MKE",6,ENTRY AUTOS,Service in Progress,"3314 S 15TH PL, MILWAUKEE, WI","{'lat': 42.984288, 'lng': -87.932345}",
455,182580496-Unable to Locate Complainant,182580496,2018-09-15 05:39:25,"2642 S 16TH ST,MKE",2,SHOTS FIRED,Unable to Locate Complainant,"2642 S 16TH ST, MILWAUKEE, WI","{'lat': 42.996697, 'lng': -87.933152}",
456,182580505-Assignment Completed,182580505,2018-09-15 05:51:00,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
457,182580456-Advised,182580456,2018-09-15 05:43:57,"S 3RD ST / W NATIONAL AV,MKE",2,NOISE NUISANCE,Advised,"S 3RD ST & W NATIONAL AV, MILWAUKEE, WI","{'lat': 43.023212, 'lng': -87.914029}",
458,182580495-City Citation(s) Issued,182580495,2018-09-15 05:42:06,"3852 N 19TH PL,MKE",5,ENTRY-DV,City Citation(s) Issued,"3852 N 19TH PL, MILWAUKEE, WI","{'lat': 43.087206, 'lng': -87.935314}",
459,182580498-Assignment Completed,182580498,2018-09-15 05:41:12,"E LOCUST ST / N LAKE DR,MKE",1,PATROL,Assignment Completed,"E LOCUST ST & N LAKE DR, MILWAUKEE, WI","{'lat': 43.070962, 'lng': -87.872323}",
460,182580483-Assignment Completed,182580483,2018-09-15 05:23:47,"5334 W HAMPTON AV,MKE",7,FIRE,Assignment Completed,"5334 W HAMPTAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
461,182580502-Unable to Locate Complainant,182580502,2018-09-15 06:01:02,"2237 N HOLTON ST,MKE",5,CALL FOR POLICE,Unable to Locate Complainant,"2237 N HOLTST,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
462,182580513-Service in Progress,182580513,2018-09-15 06:09:38,"3916 W FAIRMOUNT AV,MKE",7,FIGHT,Service in Progress,"3916 W FAIRMOUNT AV, MILWAUKEE, WI","{'lat': 43.108406, 'lng': -87.962045}",
463,182580511-Unable to Locate Complainant,182580511,2018-09-15 06:08:57,"2579 N 11TH ST,MKE",3,BATTERY,Unable to Locate Complainant,"2579 N 11TH ST, MILWAUKEE, WI","{'lat': 43.065675, 'lng': -87.92572}",
464,182580508-Service in Progress,182580508,2018-09-15 06:08:11,"N 27TH ST / W CAPITOL DR,MKE",5,TRBL W/SUBJ-DV,Service in Progress,"N 27TH ST & W CAPITOL DR,MILWAUKEE","{'lat': 43.089801, 'lng': -87.947006}",
465,182580477-Service in Progress,182580477,2018-09-15 06:11:04,"3006 S 27TH ST,MKE",6,CHILD CUSTODY,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
466,182580501-Advised,182580501,2018-09-15 05:50:41,"3314 S 15TH PL,MKE",6,ENTRY AUTOS,Advised,"3314 S 15TH PL, MILWAUKEE, WI","{'lat': 42.984288, 'lng': -87.932345}",
467,182580507-Service in Progress,182580507,2018-09-15 06:19:05,"W FOND DU LAC AV / N SHERMAN BL,MKE",7,ACC PDO,Service in Progress,"W FOND DU LAC AVE & N SHERMAN BL, MILWAUKEE, WI","{'lat': 43.089769, 'lng': -87.976092}",
468,182580529-Service in Progress,182580529,2018-09-15 06:24:43,"N 20TH ST / W BURLEIGH ST,MKE",5,PARK AND WALK,Service in Progress,"N 20TH ST & W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.075077, 'lng': -87.937367}",
469,182580474-Advised,182580474,2018-09-15 06:24:02,"2707 W BURLEIGH ST,MKE",5,TRBL W/SUBJ,Advised,"2707 W BURLEIGH ST,MILWAUKEE","{'lat': 43.074953, 'lng': -87.947566}",
470,182580525-Advised,182580525,2018-09-15 06:23:00,"3131 N MARTIN L KING JR DR,MKE",5,WELFARE CITIZEN,Advised,"3131 N DOCTOR M.L.K. DR, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
471,182580526-Assignment Completed,182580526,2018-09-15 06:22:25,"N LAKE DR / E NEWBERRY BL,MKE",1,PATROL,Assignment Completed,"N LAKE DR & E NEWBERRY BL, MILWAUKEE, WI","{'lat': 43.125788, 'lng': -87.904163}",
472,182580510-Service in Progress,182580510,2018-09-15 06:20:26,"1328 W ARTHUR AV,MKE",2,SOLICITING,Service in Progress,"1328 W ARTHUR AV, MILWAUKEE, WI","{'lat': 42.999445, 'lng': -87.929419}",
473,182580534-Advised,182580534,2018-09-15 06:29:12,"N 52ND ST / W HAMPTON AV,MKE",7,SUBJ STOP,Advised,"N 52ND ST & W HAMPTAV, MILWAUKEE, WI","{'lat': 43.097217, 'lng': -87.978335}",
474,182580533-Service in Progress,182580533,2018-09-15 06:26:13,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
