,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
582,182570590-Assignment Completed,182570590,2018-09-14 07:26:15,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
583,182570585-Assignment Completed,182570585,2018-09-14 07:25:18,"2920 N 4TH ST,MKE",5,REPORTS,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
584,182570573-Assignment Completed,182570573,2018-09-14 07:18:10,"S 20TH ST / W OKLAHOMA AV,MKE",6,SPECIAL ASSIGN,Assignment Completed,"S 20TH ST & W OKLAHOMA AV,MILWAUKEE",,"{'input': {'address_components': {'city': 'Milwaukee', 'state': 'OK', 'country': 'US'}, 'formatted_address': 'Milwaukee, OK'}, 'results': []}"
585,182570515-Assignment Completed,182570515,2018-09-14 07:16:43,"1929 N 39TH ST,MKE",3,MEET GOVT AGENCY,Assignment Completed,"1929 N 39TH ST,MILWAUKEE","{'lat': 43.055941, 'lng': -87.962598}",
586,182570565-To be Filed,182570565,2018-09-14 07:16:13,"3619 N 12TH ST,MKE",5,SUBJ WANTED,To be Filed,"3619 N 12TH ST,MILWAUKEE","{'lat': 43.083823, 'lng': -87.926269}",
587,182570547-Advised,182570547,2018-09-14 07:12:02,"1218 W HOPE AV,MKE",5,SUSP PERS/AUTO,Advised,"1218 W HOPE AV,MILWAUKEE","{'lat': 43.093065, 'lng': -87.92625}",
588,182570488-Assignment Completed,182570488,2018-09-14 06:40:55,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
589,182570613-Service in Progress,182570613,2018-09-14 07:37:40,"245 W LINCOLN AV,MKE",2,FOLLOW UP,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
590,182570612-Service in Progress,182570612,2018-09-14 07:37:30,"8700 W BROWN DEER RD,MKE",4,TRAFFIC STOP,Service in Progress,"8700 W BROWN DEER RD,MILWAUKEE","{'lat': 43.178559, 'lng': -88.019406}",
591,182570607-Assignment Completed,182570607,2018-09-14 07:35:51,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
592,182570587-Service in Progress,182570587,2018-09-14 07:35:07,"5359 N 58TH ST,MKE",4,ACC UNKN INJ,Service in Progress,"5359 N 58TH ST,MILWAUKEE","{'lat': 43.115132, 'lng': -87.985193}",
593,182570622-Service in Progress,182570622,2018-09-14 07:44:41,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
594,182570617-Service in Progress,182570617,2018-09-14 07:41:13,"11335 W CARMEN AV,MKE",4,THEFT VEHICLE,Service in Progress,"11335 W CARMEN AV,MILWAUKEE","{'lat': 43.123002, 'lng': -88.053902}",
595,182570543-Assignment Completed,182570543,2018-09-14 07:07:32,"4715 W VLIET ST,MKE",3,SPECIAL ASSIGN,Assignment Completed,"4715 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
596,182570633-False Alarm,182570633,2018-09-14 07:49:24,"1644 S 9TH ST,MKE",2,HOLDUP ALARM,False Alarm,"1644 S 9TH ST,MILWAUKEE","{'lat': 43.013238, 'lng': -87.922169}",
597,182570626-Service in Progress,182570626,2018-09-14 07:49:16,"8139 W BENDER AV,MKE",4,SUBJ WITH WEAPON,Service in Progress,"8139 W BENDER AV,MILWAUKEE","{'lat': 43.132029, 'lng': -88.012842}",
598,182570632-Service in Progress,182570632,2018-09-14 07:47:49,"3714 S 25TH ST,MKE",6,SUBJ WANTED,Service in Progress,"3714 S 25TH ST,MILWAUKEE","{'lat': 42.977107, 'lng': -87.945349}",
599,182570630-Service in Progress,182570630,2018-09-14 07:46:40,"2333 N 49TH ST,MKE",3,MAIL RUN,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
600,182570625-Service in Progress,182570625,2018-09-14 07:46:20,"4402 N 27TH ST,MKE",5,ACC PI,Service in Progress,"4402 N 27TH ST,MILWAUKEE","{'lat': 43.097483, 'lng': -87.9464}",
601,182570538-To be Filed,182570538,2018-09-14 07:05:21,"S KINNICKINNIC AV / E BAY ST,MKE",2,ACC UNKN INJ,To be Filed,"S KINNICKINNIC AVE & E BAY ST,MILWAUKEE","{'lat': 43.006496, 'lng': -87.907129}",
602,182570642-Assignment Completed,182570642,2018-09-14 07:51:41,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
603,182570641-Service in Progress,182570641,2018-09-14 07:51:36,"540 S 1ST ST,MKE",2,POLICE ADMIN,Service in Progress,"540 S 1ST ST,MILWAUKEE","{'lat': 43.02564, 'lng': -87.910254}",
604,182570612-City Citation(s) Issued,182570612,2018-09-14 07:37:30,"8700 W BROWN DEER RD,MKE",4,TRAFFIC STOP,City Citation(s) Issued,"8700 W BROWN DEER RD,MILWAUKEE","{'lat': 43.178559, 'lng': -88.019406}",
605,182570639-Service in Progress,182570639,2018-09-14 07:59:42,"N 27TH ST / W SILVER SPRING DR,MKE",4,ACC PDO,Service in Progress,"N 27TH ST & W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119134, 'lng': -87.946259}",
606,182570621-Advised,182570621,2018-09-14 07:55:29,"S 23RD ST / W ORCHARD ST,MKE",2,RECKLESS VEHICLE,Advised,"S 23RD ST & W ORCHARD ST,MILWAUKEE","{'lat': 43.016002, 'lng': -87.942261}",
607,182570589-Advised,182570589,2018-09-14 07:32:03,"3031 N 24TH PL,MKE",5,TRBL W/SUBJ-DV,Advised,"3031 N 24TH PL,MILWAUKEE","{'lat': 43.074043, 'lng': -87.943847}",
608,182570658-Unable to Locate Complainant,182570658,2018-09-14 08:05:00,"2249 W EDGERTON AV,MKE",6,CALL FOR POLICE,Unable to Locate Complainant,"2249 W EDGERTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
609,182570660-Service in Progress,182570660,2018-09-14 08:04:56,D7 ACTING LT,7,RETURN STATION,Service in Progress,"D7 ACTING LT, MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
610,182570644-Advised,182570644,2018-09-14 08:04:21,"5930 N 71ST ST,MKE",4,TRBL W/SUBJ-DV,Advised,"5930 N 71ST ST,MILWAUKEE","{'lat': 43.125647, 'lng': -87.999244}",
611,182570656-Service in Progress,182570656,2018-09-14 08:03:17,"2920 N 4TH ST,MKE",5,REPORTS,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
612,182570655-Service in Progress,182570655,2018-09-14 08:03:10,"3006 S 27TH ST,MKE",6,FOLLOW UP,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
613,182570572-Service in Progress,182570572,2018-09-14 08:02:33,"749 W STATE ST,MKE",1,MED RUN,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
614,182570654-Advised,182570654,2018-09-14 08:02:29,"4800 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised,"4800 W CAPITOL DR,MILWAUKEE","{'lat': 43.090188, 'lng': -87.973629}",
615,182570653-Service in Progress,182570653,2018-09-14 08:01:57,"3006 S 27TH ST,MKE",6,VEHICLE MAINT,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
616,182570645-Unable to Locate Complainant,182570645,2018-09-14 08:00:20,"1815 N ASTOR ST,MKE",1,WELFARE CITIZEN,Unable to Locate Complainant,"1815 N ASTOR ST,MILWAUKEE","{'lat': 43.054812, 'lng': -87.899679}",
617,182570632-Cleared by Arrest,182570632,2018-09-14 07:47:49,"3714 S 25TH ST,MKE",6,SUBJ WANTED,Cleared by Arrest,"3714 S 25TH ST,MILWAUKEE","{'lat': 42.977107, 'lng': -87.945349}",
618,182570577-Unable to Locate Complainant,182570577,2018-09-14 07:22:33,"3035 N 45TH ST,MKE",7,BATTERY DV,Unable to Locate Complainant,"3035 N 45TH ST,MILWAUKEE","{'lat': 43.07423, 'lng': -87.97013}",
619,182570671-Service in Progress,182570671,2018-09-14 08:09:58,"S 4TH ST / W BECHER ST,MKE",2,ACC PDO,Service in Progress,"S 4TH ST & W BECHER ST,MILWAUKEE","{'lat': 43.006487, 'lng': -87.915433}",
620,182570664-False Alarm,182570664,2018-09-14 08:09:21,"5220 W NORTH AV,MKE",3,BURG/AUD BUSINES,False Alarm,"5220 W NORTH AV,MILWAUKEE","{'lat': 43.060931, 'lng': -87.979252}",
621,182570576-Service in Progress,182570576,2018-09-14 08:09:13,"N 92ND ST / W MARION ST,MKE",7,TRAFFIC HAZARD,Service in Progress,"N 92ND ST & W MARIST,MILWAUKEE","{'lat': 43.084187, 'lng': -88.027677}",
622,182570670-Service in Progress,182570670,2018-09-14 08:08:32,"2920 N 4TH ST,MKE",5,SPECIAL ASSIGN,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
623,182570668-Assignment Completed,182570668,2018-09-14 08:08:24,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
624,182570648-Service in Progress,182570648,2018-09-14 08:08:13,"N TEUTONIA AV / W LOCUST ST,MKE",5,SUBJ WITH GUN,Service in Progress,"N TEUTONIA AVE & W LOCUST ST,MILWAUKEE","{'lat': 43.071264, 'lng': -87.930403}",
625,182570661-Service in Progress,182570661,2018-09-14 08:06:33,"8500 W FOND DU LAC AV,MKE",4,VIOL REST ORD-DV,Service in Progress,"8500 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.121918, 'lng': -88.016365}",
626,182570665-Service in Progress,182570665,2018-09-14 08:05:38,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
627,182570662-Service in Progress,182570662,2018-09-14 08:05:14,"619 W WALNUT ST,MKE",5,COURT DUTY,Service in Progress,"619 W WALNUT ST,MILWAUKEE","{'lat': 43.051849, 'lng': -87.919324}",
628,182570638-Service in Progress,182570638,2018-09-14 08:14:43,"1327 S 9TH ST,MKE",2,DRUG DEALING,Service in Progress,"1327 S 9TH ST,MILWAUKEE","{'lat': 43.017379, 'lng': -87.922679}",
629,182570629-Service in Progress,182570629,2018-09-14 08:12:52,"3215 N 81ST ST,MKE",7,TRBL W/SUBJ-DV,Service in Progress,"3215 N 81ST ST,MILWAUKEE","{'lat': 43.077597, 'lng': -88.013864}",
630,182570620-Service in Progress,182570620,2018-09-14 08:12:20,"7515 W BURLEIGH ST,MKE",7,PROPERTY DAMAGE,Service in Progress,"7515 W BURLEIGH ST,MILWAUKEE","{'lat': 43.07502, 'lng': -88.006486}",
631,182570618-Unable to Locate Complainant,182570618,2018-09-14 08:11:53,"1844 N 28TH ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant,"1844 N 28TH ST,MILWAUKEE","{'lat': 43.054641, 'lng': -87.948365}",
632,182570666-Open Investigation,182570666,2018-09-14 08:11:29,"1030 W HISTORIC MITCHELL ST,MKE",2,PROPERTY DAMAGE,Open Investigation,"1030 W HISTORIC MITCHELL ST,MILWAUKEE","{'lat': 43.012975, 'lng': -87.924927}",
633,182570677-Service in Progress,182570677,2018-09-14 08:11:27,"4715 W VLIET ST,MKE",3,REPORTS,Service in Progress,"4715 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
634,182570651-Filed Driver Exchange Report,182570651,2018-09-14 08:11:26,"W SILVER SPRING DR / N LOVERS LANE RD,MKE",4,ACC PI,Filed Driver Exchange Report,"W SILVER SPRING DR & N LOVERS LANE RD,MILWAUKEE","{'lat': 43.117111, 'lng': -88.055685}",
635,182570673-Assignment Completed,182570673,2018-09-14 08:10:18,"2920 N 4TH ST,MKE",5,REPORTS,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
636,182570576-Unable to Locate Complainant,182570576,2018-09-14 08:09:13,"N 92ND ST / W MARION ST,MKE",7,TRAFFIC HAZARD,Unable to Locate Complainant,"N 92ND ST & W MARIST,MILWAUKEE","{'lat': 43.084187, 'lng': -88.027677}",
637,182570601-Unable to Locate Complainant,182570601,2018-09-14 08:19:38,"5722 W BROOKLYN PL,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant,"5722 W BROOKLYN PL,MILWAUKEE","{'lat': 43.078111, 'lng': -87.985235}",
638,182570687-Service in Progress,182570687,2018-09-14 08:19:21,"1131 S 22ND ST,MKE",2,LOUD MUSIC - RES,Service in Progress,"1131 S 22ND ST,MILWAUKEE","{'lat': 43.019446, 'lng': -87.941165}",
639,182570652-Service in Progress,182570652,2018-09-14 08:17:09,"W CHAPMAN PL / W APPLETON AV,MKE",7,INJ PERSON/SICK,Service in Progress,"W CHAPMAN PL & W APPLETAV,MILWAUKEE","{'lat': 43.088448, 'lng': -88.00285}",
640,182570686-Advised,182570686,2018-09-14 08:16:23,"6800 W CAPITOL DR,MKE",7,TS TARGETED,Advised,"6800 W CAPITOL DR,MILWAUKEE","{'lat': 43.090264, 'lng': -87.997416}",
641,182570684-Assignment Completed,182570684,2018-09-14 08:16:12,"N 107TH ST / W MILL RD,MKE",4,RETURN STATION,Assignment Completed,"N 107TH ST & W MILL RD,MILWAUKEE","{'lat': 43.133873, 'lng': -88.045272}",
642,182570604-Unable to Locate Complainant,182570604,2018-09-14 08:16:09,"2230 N MARTIN L KING JR DR,MKE",5,PROPERTY DAMAGE,Unable to Locate Complainant,"2230 N DOCTOR M.L.K. DR,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
643,182570597-Service in Progress,182570597,2018-09-14 08:15:38,"401 S 70TH ST,MKE",3,ENTRY,Service in Progress,"401 S 70TH ST,MILWAUKEE","{'lat': 43.028206, 'lng': -88.000248}",
644,182570626-Unable to Locate Complainant,182570626,2018-09-14 07:49:16,"8139 W BENDER AV,MKE",4,SUBJ WITH WEAPON,Unable to Locate Complainant,"8139 W BENDER AV,MILWAUKEE","{'lat': 43.132029, 'lng': -88.012842}",
645,182570685-To be Filed,182570685,2018-09-14 08:24:01,"5415 N 37TH ST,MKE",4,THEFT VEHICLE,To be Filed,"5415 N 37TH ST,MILWAUKEE","{'lat': 43.115969, 'lng': -87.959036}",
646,182570705-Service in Progress,182570705,2018-09-14 08:23:58,"3600 S LAKE DR,STF",2,POLICE ADMIN,Service in Progress,"3600 S LAKE DR,STF, MILWAUKEE","{'lat': 43.084805, 'lng': -87.872284}",
647,182570702-Service in Progress,182570702,2018-09-14 08:23:37,"6929 W SILVER SPRING DR,MKE",4,SPECIAL ASSIGN,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
648,182570700-Service in Progress,182570700,2018-09-14 08:23:18,"S 13TH ST / W ARTHUR AV,MKE",2,SUSP PERS/AUTO,Service in Progress,"S 13TH ST & W ARTHUR AV,MILWAUKEE","{'lat': 42.999192, 'lng': -87.928547}",
649,182570699-Service in Progress,182570699,2018-09-14 08:22:56,"S 13TH ST / W ARTHUR AV,MKE",2,SUSP PERS/AUTO,Service in Progress,"S 13TH ST & W ARTHUR AV,MILWAUKEE","{'lat': 42.999192, 'lng': -87.928547}",
650,182570624-Service in Progress,182570624,2018-09-14 08:22:24,"1530 N 14TH ST,MKE",3,BATTERY DV,Service in Progress,"1530 N 14TH ST,MILWAUKEE","{'lat': 43.050649, 'lng': -87.929524}",
651,182570694-Service in Progress,182570694,2018-09-14 08:22:12,"4516 N 49TH ST,MKE",7,BATTERY DV,Service in Progress,"4516 N 49TH ST,MILWAUKEE","{'lat': 43.099594, 'lng': -87.974355}",
652,182570483-Service in Progress,182570483,2018-09-14 08:20:58,"5739 W SILVER SPRING DR,MKE",4,THEFT,Service in Progress,"5739 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118741, 'lng': -87.984965}",
653,182570687-Advised,182570687,2018-09-14 08:19:21,"1131 S 22ND ST,MKE",2,LOUD MUSIC - RES,Advised,"1131 S 22ND ST,MILWAUKEE","{'lat': 43.019446, 'lng': -87.941165}",
654,182570652-Unable to Locate Complainant,182570652,2018-09-14 08:17:09,"W CHAPMAN PL / W APPLETON AV,MKE",7,INJ PERSON/SICK,Unable to Locate Complainant,"W CHAPMAN PL & W APPLETAV,MILWAUKEE","{'lat': 43.088448, 'lng': -88.00285}",
655,182570597-Assignment Completed,182570597,2018-09-14 08:15:38,"401 S 70TH ST,MKE",3,ENTRY,Assignment Completed,"401 S 70TH ST,MILWAUKEE","{'lat': 43.028206, 'lng': -88.000248}",
656,182570629-Assignment Completed,182570629,2018-09-14 08:12:52,"3215 N 81ST ST,MKE",7,TRBL W/SUBJ-DV,Assignment Completed,"3215 N 81ST ST,MILWAUKEE","{'lat': 43.077597, 'lng': -88.013864}",
657,182570715-Service in Progress,182570715,2018-09-14 08:29:53,"8900 W WISCONSIN AV,MKE",3,SPECIAL ASSIGN,Service in Progress,"8900 W WISCONSIN AV,MILWAUKEE","{'lat': 43.038691, 'lng': -88.020577}",
658,182570546-Service in Progress,182570546,2018-09-14 08:29:52,"N 58TH ST / W CUSTER AV,MKE",4,STOLEN VEHICLE,Service in Progress,"N 58TH ST & W CUSTER AV,MILWAUKEE","{'lat': 43.116619, 'lng': -87.985018}",
659,182570712-Advised/Referral,182570712,2018-09-14 08:28:42,"4112 N 14TH ST,MKE",5,FAMILY TROUBL-DV,Advised/Referral,"4112 N 14TH ST,MILWAUKEE","{'lat': 43.09163, 'lng': -87.927831}",
660,182570711-Service in Progress,182570711,2018-09-14 08:27:28,"W SILVER SPRING DR / N LOVERS LANE RD,MKE",4,ACC PDO,Service in Progress,"W SILVER SPRING DR & N LOVERS LANE RD,MILWAUKEE","{'lat': 43.117111, 'lng': -88.055685}",
661,182570708-Service in Progress,182570708,2018-09-14 08:26:59,"3638 S SUNSET DR,MKE",6,LOOSE ANIMAL,Service in Progress,"3638 S SUNSET DR,MILWAUKEE","{'lat': 42.978115, 'lng': -88.000064}",
662,182570710-Advised,182570710,2018-09-14 08:26:21,"2600 W KINNICKINNIC RIVER PK,MKE",6,TRAFFIC STOP,Advised,"2600 W KINNICKINNIC RIVER PK,MILWAUKEE","{'lat': 42.990501, 'lng': -87.946637}",
663,182570706-Service in Progress,182570706,2018-09-14 08:25:38,"3530 N 9TH ST,MKE",5,FIGHT,Service in Progress,"3530 N 9TH ST,MILWAUKEE","{'lat': 43.082341, 'lng': -87.92191}",
664,182570655-Assignment Completed,182570655,2018-09-14 08:03:10,"3006 S 27TH ST,MKE",6,FOLLOW UP,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
665,182570691-Service in Progress,182570691,2018-09-14 08:34:24,"222 N 33RD ST,MKE",3,FAMILY TROUBLE,Service in Progress,"222 N 33RD ST,MILWAUKEE","{'lat': 43.03312, 'lng': -87.954582}",
666,182570721-Service in Progress,182570721,2018-09-14 08:33:53,"9898 W BLUE MOUND RD,WAU",6,COURT DUTY,Service in Progress,"9898 W BLUE MOUND RD,WAU, MILWAUKEE","{'lat': 43.035537, 'lng': -88.036244}",
667,182570692-Service in Progress,182570692,2018-09-14 08:33:33,"2516 N 49TH ST,MKE",3,CALL FOR POLICE,Service in Progress,"2516 N 49TH ST,MILWAUKEE","{'lat': 43.064744, 'lng': -87.974554}",
668,182570713-Service in Progress,182570713,2018-09-14 08:31:33,"424 E WISCONSIN AV,MKE",1,WELFARE CITIZEN,Service in Progress,"424 E WISCONSIN AV,MILWAUKEE","{'lat': 43.039419, 'lng': -87.905651}",
669,182570696-Assignment Completed,182570696,2018-09-14 08:30:29,"S 7TH ST / W ORCHARD ST,MKE",2,STOLEN VEHICLE,Assignment Completed,"S 7TH ST & W ORCHARD ST,MILWAUKEE","{'lat': 43.015969, 'lng': -87.919741}",
670,182570624-Advised,182570624,2018-09-14 08:22:24,"1530 N 14TH ST,MKE",3,BATTERY DV,Advised,"1530 N 14TH ST,MILWAUKEE","{'lat': 43.050649, 'lng': -87.929524}",
671,182570638-Advised/Referral,182570638,2018-09-14 08:14:43,"1327 S 9TH ST,MKE",2,DRUG DEALING,Advised/Referral,"1327 S 9TH ST,MILWAUKEE","{'lat': 43.017379, 'lng': -87.922679}",
672,182570661-Advised,182570661,2018-09-14 08:06:33,"8500 W FOND DU LAC AV,MKE",4,VIOL REST ORD-DV,Advised,"8500 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.121918, 'lng': -88.016365}",
673,182570639-Unable to Locate Complainant,182570639,2018-09-14 07:59:42,"N 27TH ST / W SILVER SPRING DR,MKE",4,ACC PDO,Unable to Locate Complainant,"N 27TH ST & W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119134, 'lng': -87.946259}",
674,182570698-Service in Progress,182570698,2018-09-14 08:39:29,"800 W WALNUT ST,MKE",5,CALL FOR POLICE,Service in Progress,"800 W WALNUT ST,MILWAUKEE","{'lat': 43.053795, 'lng': -87.92147}",
675,182570738-Assignment Completed,182570738,2018-09-14 08:39:13,"4800 S 10TH ST,MKE",6,FOLLOW UP,Assignment Completed,"4800 S 10TH ST,MILWAUKEE","{'lat': 42.957142, 'lng': -87.923939}",
676,182570736-Service in Progress,182570736,2018-09-14 08:38:49,"2623 N BUFFUM ST,MKE",5,WELFARE CITIZEN,Service in Progress,"2623 N BUFFUM ST,MILWAUKEE","{'lat': 43.066236, 'lng': -87.906836}",
677,182570726-Service in Progress,182570726,2018-09-14 08:38:22,"4112 W ORCHARD ST,MKE",2,TRBL W/SUBJ,Service in Progress,"4112 W ORCHARD ST,MILWAUKEE","{'lat': 43.016104, 'lng': -87.964898}",
678,182570732-Assignment Completed,182570732,2018-09-14 08:36:27,"1605 W OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed,"1605 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.988057, 'lng': -87.93404}",
679,182570730-Assignment Completed,182570730,2018-09-14 08:36:15,"125 N 25TH ST,MKE",3,POLICE ADMIN,Assignment Completed,"125 N 25TH ST,MILWAUKEE","{'lat': 43.031394, 'lng': -87.94352}",
680,182570729-Advised,182570729,2018-09-14 08:36:00,"4235 W OKLAHOMA AV,MKE",6,TRAFFIC STOP,Advised,"4235 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.988208, 'lng': -87.967008}",
681,182570728-Service in Progress,182570728,2018-09-14 08:35:48,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
682,182570727-Assignment Completed,182570727,2018-09-14 08:35:33,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
683,182570725-City Citation(s) Issued,182570725,2018-09-14 08:35:23,"8000 W BROWN DEER RD,MKE",4,TRAFFIC STOP,City Citation(s) Issued,"8000 W BROWN DEER RD,MILWAUKEE","{'lat': 43.182312, 'lng': -88.007792}",
684,182570713-Unable to Locate Complainant,182570713,2018-09-14 08:31:33,"424 E WISCONSIN AV,MKE",1,WELFARE CITIZEN,Unable to Locate Complainant,"424 E WISCONSIN AV,MILWAUKEE","{'lat': 43.039419, 'lng': -87.905651}",
685,182570706-Advised,182570706,2018-09-14 08:25:38,"3530 N 9TH ST,MKE",5,FIGHT,Advised,"3530 N 9TH ST,MILWAUKEE","{'lat': 43.082341, 'lng': -87.92191}",
686,182570700-Unable to Locate Complainant,182570700,2018-09-14 08:23:18,"S 13TH ST / W ARTHUR AV,MKE",2,SUSP PERS/AUTO,Unable to Locate Complainant,"S 13TH ST & W ARTHUR AV,MILWAUKEE","{'lat': 42.999192, 'lng': -87.928547}",
687,182570694-Unable to Locate Complainant,182570694,2018-09-14 08:22:12,"4516 N 49TH ST,MKE",7,BATTERY DV,Unable to Locate Complainant,"4516 N 49TH ST,MILWAUKEE","{'lat': 43.099594, 'lng': -87.974355}",
688,182570604-Advised,182570604,2018-09-14 08:16:09,"2230 N MARTIN L KING JR DR,MKE",5,PROPERTY DAMAGE,Advised,"2230 N DOCTOR M.L.K. DR,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
689,182570620-Advised,182570620,2018-09-14 08:12:20,"7515 W BURLEIGH ST,MKE",7,PROPERTY DAMAGE,Advised,"7515 W BURLEIGH ST,MILWAUKEE","{'lat': 43.07502, 'lng': -88.006486}",
690,182570670-Assignment Completed,182570670,2018-09-14 08:08:32,"2920 N 4TH ST,MKE",5,SPECIAL ASSIGN,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
691,182570648-Unable to Locate Complainant,182570648,2018-09-14 08:08:13,"N TEUTONIA AV / W LOCUST ST,MKE",5,SUBJ WITH GUN,Unable to Locate Complainant,"N TEUTONIA AVE & W LOCUST ST,MILWAUKEE","{'lat': 43.071264, 'lng': -87.930403}",
692,182570656-To be Filed,182570656,2018-09-14 08:03:17,"2920 N 4TH ST,MKE",5,REPORTS,To be Filed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
693,182570653-Assignment Completed,182570653,2018-09-14 08:01:57,"3006 S 27TH ST,MKE",6,VEHICLE MAINT,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
694,182570701-Open Investigation,182570701,2018-09-14 08:42:36,"421 S 71ST ST,MKE",3,THEFT,Open Investigation,"421 S 71ST ST,MILWAUKEE","{'lat': 43.027893, 'lng': -88.001345}",
695,182570741-Service in Progress,182570741,2018-09-14 08:40:54,"2969 S HOWELL AV,MKE",6,FOLLOW UP,Service in Progress,"2969 S HOWELL AV,MILWAUKEE","{'lat': 42.990877, 'lng': -87.90556}",
696,182570726-Advised,182570726,2018-09-14 08:38:22,"4112 W ORCHARD ST,MKE",2,TRBL W/SUBJ,Advised,"4112 W ORCHARD ST,MILWAUKEE","{'lat': 43.016104, 'lng': -87.964898}",
697,182570756-City Citation(s) Issued,182570756,2018-09-14 08:48:43,"N 5TH ST / W MICHIGAN ST,MKE",1,TRAFFIC STOP,City Citation(s) Issued,"N 5TH ST & W MICHIGAN ST,MILWAUKEE",,"{'input': {'address_components': {'city': 'Milwaukee', 'state': 'MI', 'country': 'US'}, 'formatted_address': 'Milwaukee, MI'}, 'results': []}"
698,182570753-City Citation(s) Issued,182570753,2018-09-14 08:47:51,"3017 S 43RD ST,MKE",6,TRAFFIC STOP,City Citation(s) Issued,"3017 S 43RD ST,MILWAUKEE","{'lat': 42.989764, 'lng': -87.96819}",
699,182570744-Unable to Locate Complainant,182570744,2018-09-14 08:46:07,"W CAPITOL DR / N 74TH ST,MKE",7,RECKLESS VEHICLE,Unable to Locate Complainant,"W CAPITOL DR & N 74TH ST,MILWAUKEE","{'lat': 43.088861, 'lng': -88.004761}",
700,182570746-Service in Progress,182570746,2018-09-14 08:45:57,"2636 N NEWHALL ST,MKE",1,WELFARE CITIZEN,Service in Progress,"2636 N NEWHALL ST,MILWAUKEE","{'lat': 43.067014, 'lng': -87.889979}",
