,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
118,182620055-Advised,182620055,2018-09-19 00:35:30,"3240 N MARTIN L KING JR DR,MKE",5,TRAFFIC STOP,Advised,"3240 N DOCTOR M.L.K. DR, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
119,182620065-Service in Progress,182620065,2018-09-19 00:44:31,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
120,182620033-Service in Progress,182620033,2018-09-19 00:43:39,"S 76TH ST / W MAIN ST,MKE",3,THEFT,Service in Progress,"S 76TH ST & W MAIN ST, MILWAUKEE, WI","{'lat': 43.026187, 'lng': -88.007245}",
121,182612813-Service in Progress,182612813,2018-09-19 00:43:19,"2130 S 7TH ST,MKE",2,ENTRY,Service in Progress,"2130 S 7TH ST, MILWAUKEE, WI","{'lat': 43.005771, 'lng': -87.919286}",
122,182620054-Service in Progress,182620054,2018-09-19 00:42:58,"2812 N 54TH ST,MKE",7,INJ PERSON/SICK,Service in Progress,"2812 N 54TH ST, MILWAUKEE, WI","{'lat': 43.070155, 'lng': -87.98054}",
123,182620063-Service in Progress,182620063,2018-09-19 00:42:56,"2920 N 4TH ST,MKE",5,CITIZEN CONVEY,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
124,182620053-Unable to Locate Complainant,182620053,2018-09-19 00:42:47,"1737 N WATER ST,MKE",1,TRBL W/SUBJ,Unable to Locate Complainant,"1737 N WATER ST,MILWAUKEE","{'lat': 43.05382, 'lng': -87.903472}",
125,182620062-Service in Progress,182620062,2018-09-19 00:41:27,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
126,182620061-Service in Progress,182620061,2018-09-19 00:41:09,"6425 N 54TH ST,MKE",4,INVESTIGATION,Service in Progress,"6425 N 54TH ST, MILWAUKEE, WI","{'lat': 43.134556, 'lng': -87.979978}",
127,182620032-Advised/Referral,182620032,2018-09-19 00:19:49,"N 77TH ST / W GREEN TREE RD,MKE",4,BATTERY,Advised/Referral,"N 77TH ST & W GREEN TREE RD, MILWAUKEE, WI","{'lat': 43.141438, 'lng': -88.006478}",
128,182620048-Advised,182620048,2018-09-19 00:49:40,"3031 W FARDALE AV,MKE",6,TRBL W/SUBJ,Advised,"3031 W FARDALE AV, MILWAUKEE, WI","{'lat': 42.977013, 'lng': -87.95178}",
129,182612785-Service in Progress,182612785,2018-09-19 00:49:31,"2158 S 21ST ST,MKE",2,TRBL W/SUBJ,Service in Progress,"2158 S 21ST ST, MILWAUKEE, WI","{'lat': 43.005289, 'lng': -87.939306}",
130,182620070-Service in Progress,182620070,2018-09-19 00:48:21,"1811 S 19TH ST,MKE",2,SHOTSPOTTER,Service in Progress,"1811 S 19TH ST, MILWAUKEE, WI","{'lat': 43.010934, 'lng': -87.936915}",
131,182620007-Service in Progress,182620007,2018-09-19 00:46:54,"5045 N HOPKINS ST,MKE",7,TRBL W/SUBJ,Service in Progress,"5045 N HOPKINS ST, MILWAUKEE, WI","{'lat': 43.10938, 'lng': -87.962497}",
132,182620045-Service in Progress,182620045,2018-09-19 00:46:12,"3159 N 15TH ST,MKE",5,TRBL W/SUBJ-DV,Service in Progress,"3159 N 15TH ST, MILWAUKEE, WI","{'lat': 43.076276, 'lng': -87.93017}",
133,182620068-Service in Progress,182620068,2018-09-19 00:46:05,"7600 W CAPITOL DR,MKE",7,TRAFFIC STOP,Service in Progress,"7600 W CAPITOL DR,MILWAUKEE","{'lat': 43.090732, 'lng': -88.008331}",
134,182620067-Assignment Completed,182620067,2018-09-19 00:46:04,"2226 S 32ND ST,MKE",2,FOLLOW UP,Assignment Completed,"2226 S 32ND ST, MILWAUKEE, WI","{'lat': 43.004182, 'lng': -87.95375}",
135,182620064-Advised,182620064,2018-09-19 00:45:15,"2012 N 35TH ST,MKE",3,CALL FOR POLICE,Advised,"2012 N 35TH ST, MILWAUKEE, WI","{'lat': 43.056786, 'lng': -87.957143}",
136,182620065-Assignment Completed,182620065,2018-09-19 00:44:31,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
137,182612813-Advised/Referral,182612813,2018-09-19 00:43:19,"2130 S 7TH ST,MKE",2,ENTRY,Advised/Referral,"2130 S 7TH ST, MILWAUKEE, WI","{'lat': 43.005771, 'lng': -87.919286}",
138,182620009-Advised,182620009,2018-09-19 00:31:08,"1230 N VAN BUREN ST,MKE",1,TRBL W/SUBJ,Advised,"1230 N VAN BUREN ST, MILWAUKEE, WI","{'lat': 43.046331, 'lng': -87.903036}",
139,182612773-Advised,182612773,2018-09-19 00:07:48,"2237 N HOLTON ST,MKE",5,CALL FOR POLICE,Advised,"2237 N HOLTST,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
140,182612807-Assignment Completed,182612807,2018-09-19 00:54:53,"959 W LINCOLN AV,MKE",2,SUSPICIOUS-OTH,Assignment Completed,"959 W LINCOLN AV,MILWAUKEE","{'lat': 43.002579, 'lng': -87.923984}",
141,182612298-Unable to Locate Complainant,182612298,2018-09-19 00:54:18,"5065 N HOPKINS ST,MKE",7,STOLEN VEHICLE,Unable to Locate Complainant,"5065 N HOPKINS ST, MILWAUKEE, WI","{'lat': 43.10938, 'lng': -87.962497}",
142,182612068-Unable to Locate Complainant,182612068,2018-09-19 00:52:52,"3306 N 89TH ST,MKE",7,ADDL INFO,Unable to Locate Complainant,"3306 N 89TH ST, MILWAUKEE, WI","{'lat': 43.079043, 'lng': -88.023384}",
143,182612724-Service in Progress,182612724,2018-09-19 00:52:17,"4107 N 14TH ST,MKE",5,BATTERY,Service in Progress,"4107 N 14TH ST, MILWAUKEE, WI","{'lat': 43.091535, 'lng': -87.928526}",
144,182620072-Service in Progress,182620072,2018-09-19 00:51:36,"4846 N 19TH ST,MKE",7,WELFARE CITIZEN,Service in Progress,"4846 N 19TH ST, MILWAUKEE, WI","{'lat': 43.105439, 'lng': -87.933671}",
145,182620074-Advised,182620074,2018-09-19 00:51:18,"2713 N 23RD ST,MKE",5,SUBJ STOP,Advised,"2713 N 23RD ST, MILWAUKEE, WI","{'lat': 43.068193, 'lng': -87.941356}",
146,182620070-Unable to Locate Complainant,182620070,2018-09-19 00:48:21,"1811 S 19TH ST,MKE",2,SHOTSPOTTER,Unable to Locate Complainant,"1811 S 19TH ST, MILWAUKEE, WI","{'lat': 43.010934, 'lng': -87.936915}",
147,182620045-Advised/Referral,182620045,2018-09-19 00:46:12,"3159 N 15TH ST,MKE",5,TRBL W/SUBJ-DV,Advised/Referral,"3159 N 15TH ST, MILWAUKEE, WI","{'lat': 43.076276, 'lng': -87.93017}",
148,182620068-To be Filed,182620068,2018-09-19 00:46:05,"7600 W CAPITOL DR,MKE",7,TRAFFIC STOP,To be Filed,"7600 W CAPITOL DR,MILWAUKEE","{'lat': 43.090732, 'lng': -88.008331}",
149,182620063-Assignment Completed,182620063,2018-09-19 00:42:56,"2920 N 4TH ST,MKE",5,CITIZEN CONVEY,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
150,182620058-Assignment Completed,182620058,2018-09-19 00:39:39,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
151,182620050-Advised,182620050,2018-09-19 00:33:05,"2461 N TEUTONIA AV,MKE",3,TRAFFIC STOP,Advised,"2461 N TEUTONIA AV, MILWAUKEE, WI","{'lat': 43.063441, 'lng': -87.928862}",
152,182620082-Service in Progress,182620082,2018-09-19 00:59:09,"5469 N 91ST ST,MKE",4,SUSP PERS/AUTO,Service in Progress,"5469 N 91ST ST, MILWAUKEE, WI","{'lat': 43.117448, 'lng': -88.026246}",
153,182620081-Assignment Completed,182620081,2018-09-19 00:58:09,"3301 N OAKLAND AV,MKE",1,BUSINESS CHECK,Assignment Completed,"3301 N OAKLAND AV,MILWAUKEE","{'lat': 43.077824, 'lng': -87.888065}",
154,182620078-Assignment Completed,182620078,2018-09-19 00:55:31,"745 N 25TH ST,MKE",3,FOLLOW UP,Assignment Completed,"745 N 25TH ST, MILWAUKEE, WI","{'lat': 43.039767, 'lng': -87.945216}",
155,182612814-Advised/Referral,182612814,2018-09-19 00:04:44,"N 12TH ST / W ATKINSON AV,MKE",5,BATTERY,Advised/Referral,"N 12TH ST & W ATKINSAV, MILWAUKEE, WI","{'lat': 43.085031, 'lng': -87.92598}",
156,182612724-Unable to Locate Complainant,182612724,2018-09-19 00:52:17,"4107 N 14TH ST,MKE",5,BATTERY,Unable to Locate Complainant,"4107 N 14TH ST, MILWAUKEE, WI","{'lat': 43.091535, 'lng': -87.928526}",
157,182620033-Advised,182620033,2018-09-19 00:43:39,"S 76TH ST / W MAIN ST,MKE",3,THEFT,Advised,"S 76TH ST & W MAIN ST, MILWAUKEE, WI","{'lat': 43.026187, 'lng': -88.007245}",
158,182620061-Assignment Completed,182620061,2018-09-19 00:41:09,"6425 N 54TH ST,MKE",4,INVESTIGATION,Assignment Completed,"6425 N 54TH ST, MILWAUKEE, WI","{'lat': 43.134556, 'lng': -87.979978}",
159,182620047-Assignment Completed,182620047,2018-09-19 00:30:24,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
160,182612739-Unable to Locate Complainant,182612739,2018-09-19 00:20:34,"N 45TH ST / W HAMPTON AV,MKE",7,TRBL W/SUBJ,Unable to Locate Complainant,"N 45TH ST & W HAMPTAV, MILWAUKEE, WI","{'lat': 43.081127, 'lng': -87.969906}",
161,182620030-Assignment Completed,182620030,2018-09-19 00:18:17,"749 W STATE ST,MKE",1,SPECIAL ASSIGN,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
162,182620088-Service in Progress,182620088,2018-09-19 01:03:52,"2562 N 53RD ST,MKE",3,BATTERY DV,Service in Progress,"2562 N 53RD ST,MILWAUKEE","{'lat': 43.065656, 'lng': -87.979451}",
163,182620086-Assignment Completed,182620086,2018-09-19 01:02:41,"2008 W CENTER ST,MKE",5,BUSINESS CHECK,Assignment Completed,"2008 W CENTER ST,MILWAUKEE","{'lat': 43.067948, 'lng': -87.937553}",
164,182620077-Service in Progress,182620077,2018-09-19 01:02:21,"8232 W CENTER ST,MKE",7,TRBL W/SUBJ,Service in Progress,"8232 W CENTER ST, MILWAUKEE, WI","{'lat': 43.068071, 'lng': -88.01572}",
165,182620084-Advised,182620084,2018-09-19 01:01:47,"2118 E LINNWOOD AV,MKE",1,SUSP PERS/AUTO,Advised,"2118 E LINNWOOD AV, MILWAUKEE, WI","{'lat': 43.072999, 'lng': -87.883422}",
166,182620085-Advised,182620085,2018-09-19 01:01:08,"N 54TH ST / W GREEN TREE RD,MKE",4,INVESTIGATION,Advised,"N 54TH ST & W GREEN TREE RD, MILWAUKEE, WI","{'lat': 43.14023, 'lng': -87.979434}",
167,182620087-Service in Progress,182620087,2018-09-19 01:09:39,"3919 N 7TH ST,MKE",5,ROBBERY ARMED,Service in Progress,"3919 N 7TH ST, MILWAUKEE, WI","{'lat': 43.08874, 'lng': -87.919898}",
168,182620098-Service in Progress,182620098,2018-09-19 01:09:35,"605 S 1ST ST,MKE",2,BUSINESS CHECK,Service in Progress,"605 S 1ST ST,MILWAUKEE","{'lat': 43.024908, 'lng': -87.911772}",
169,182620096-Advised/Referral,182620096,2018-09-19 01:09:30,"1719 E LOCUST ST,MKE",1,SUBJ WITH GUN,Advised/Referral,"1719 E LOCUST ST, MILWAUKEE, WI","{'lat': 43.070801, 'lng': -87.888331}",
170,182620093-Service in Progress,182620093,2018-09-19 01:09:22,"8641 W CAPITOL DR,MKE",7,BATTERY DV,Service in Progress,"8641 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.089322, 'lng': -88.021286}",
171,182620094-Advised,182620094,2018-09-19 01:07:37,"146 E JUNEAU AV,MKE",1,TRAFFIC STOP,Advised,"146 E JUNEAU AV,MILWAUKEE","{'lat': 43.045961, 'lng': -87.911528}",
172,182620092-Service in Progress,182620092,2018-09-19 01:06:50,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
173,182620091-Assignment Completed,182620091,2018-09-19 01:06:39,"2920 N 4TH ST,MKE",5,RETURN STATION,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
174,182620090-Assignment Completed,182620090,2018-09-19 01:06:17,"2866 N 20TH ST,MKE",5,SUBJ STOP,Assignment Completed,"2866 N 20TH ST, MILWAUKEE, WI","{'lat': 43.071095, 'lng': -87.937164}",
175,182620089-Assignment Completed,182620089,2018-09-19 01:05:56,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
176,182620007-Unable to Locate Complainant,182620007,2018-09-19 00:46:54,"5045 N HOPKINS ST,MKE",7,TRBL W/SUBJ,Unable to Locate Complainant,"5045 N HOPKINS ST, MILWAUKEE, WI","{'lat': 43.10938, 'lng': -87.962497}",
177,182620103-Service in Progress,182620103,2018-09-19 01:11:54,"10950 W GOOD HOPE RD,MKE",4,BUSINESS CHECK,Service in Progress,"10950 W GOOD HOPE RD, MILWAUKEE, WI","{'lat': 43.149047, 'lng': -88.048853}",
178,182612652-Service in Progress,182612652,2018-09-19 01:11:50,"245 W LINCOLN AV,MKE",2,ASSIGNMENT,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
179,182620101-Service in Progress,182620101,2018-09-19 01:11:25,"5155 W SILVER SPRING DR,MKE",4,BATTERY,Service in Progress,"5155 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119187, 'lng': -87.976797}",
180,182620012-Unable to Locate Complainant,182620012,2018-09-19 01:10:10,"S 13TH ST / W LINCOLN AV,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant,"S 13TH ST & W LINCOLN AV,MILWAUKEE","{'lat': 43.002854, 'lng': -87.928469}",
181,182620077-Advised,182620077,2018-09-19 01:02:21,"8232 W CENTER ST,MKE",7,TRBL W/SUBJ,Advised,"8232 W CENTER ST, MILWAUKEE, WI","{'lat': 43.068071, 'lng': -88.01572}",
182,182620112-Service in Progress,182620112,2018-09-19 01:19:46,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
183,182620111-Service in Progress,182620111,2018-09-19 01:18:30,"2200 S 11TH ST,MKE",2,INVESTIGATION,Service in Progress,"2200 S 11TH ST, MILWAUKEE, WI","{'lat': 43.004475, 'lng': -87.925476}",
184,182620107-Advised,182620107,2018-09-19 01:16:22,"3850 N TEUTONIA AV,MKE",5,TRAFFIC STOP,Advised,"3850 N TEUTONIA AV, MILWAUKEE, WI","{'lat': 43.086953, 'lng': -87.937218}",
185,182620119-Service in Progress,182620119,2018-09-19 01:24:44,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
186,182612673-Advised,182612673,2018-09-19 01:23:40,"3006 S 27TH ST,MKE",6,ASSIGNMENT,Advised,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
187,182620106-Service in Progress,182620106,2018-09-19 01:23:09,"2505 W MELVINA ST,MKE",5,PROPERTY DAMAGE,Service in Progress,"2505 W MELVINA ST, MILWAUKEE, WI","{'lat': 43.087879, 'lng': -87.944978}",
188,182620117-Assignment Completed,182620117,2018-09-19 01:22:41,"1609 E NORTH AV,MKE",1,BUSINESS CHECK,Assignment Completed,"1609 E NORTH AV,MILWAUKEE","{'lat': 43.059862, 'lng': -87.890072}",
189,182620116-Assignment Completed,182620116,2018-09-19 01:22:08,"2301 N LAKE DR,MKE",1,RETURN STATION,Assignment Completed,"2301 N LAKE DR,MILWAUKEE","{'lat': 43.061285, 'lng': -87.880087}",
190,182620115-Unable to Locate Complainant,182620115,2018-09-19 01:21:19,"3959 N 19TH PL,MKE",5,ENTRY,Unable to Locate Complainant,"3959 N 19TH PL,MILWAUKEE","{'lat': 43.089102, 'lng': -87.935992}",
191,182620113-Advised,182620113,2018-09-19 01:20:02,"1229 W LINCOLN AV,MKE",2,BUSINESS CHECK,Advised,"1229 W LINCOLN AV, MILWAUKEE, WI","{'lat': 43.0027, 'lng': -87.927601}",
192,182620103-Assignment Completed,182620103,2018-09-19 01:11:54,"10950 W GOOD HOPE RD,MKE",4,BUSINESS CHECK,Assignment Completed,"10950 W GOOD HOPE RD, MILWAUKEE, WI","{'lat': 43.149047, 'lng': -88.048853}",
193,182620101-Advised/Referral,182620101,2018-09-19 01:11:25,"5155 W SILVER SPRING DR,MKE",4,BATTERY,Advised/Referral,"5155 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119187, 'lng': -87.976797}",
194,182620098-Assignment Completed,182620098,2018-09-19 01:09:35,"605 S 1ST ST,MKE",2,BUSINESS CHECK,Assignment Completed,"605 S 1ST ST,MILWAUKEE","{'lat': 43.024908, 'lng': -87.911772}",
195,182620082-Unable to Locate Complainant,182620082,2018-09-19 00:59:09,"5469 N 91ST ST,MKE",4,SUSP PERS/AUTO,Unable to Locate Complainant,"5469 N 91ST ST, MILWAUKEE, WI","{'lat': 43.117448, 'lng': -88.026246}",
196,182612785-Assignment Completed,182612785,2018-09-19 00:49:31,"2158 S 21ST ST,MKE",2,TRBL W/SUBJ,Assignment Completed,"2158 S 21ST ST, MILWAUKEE, WI","{'lat': 43.005289, 'lng': -87.939306}",
197,182620127-Assignment Completed,182620127,2018-09-19 01:28:31,"N TEUTONIA AV / W WRIGHT ST,MKE",3,ROBBERY ARMED,Assignment Completed,"N TEUTONIA AVE & W WRIGHT ST, MILWAUKEE, WI","{'lat': 43.064019, 'lng': -87.928801}",
198,182620125-Service in Progress,182620125,2018-09-19 01:27:05,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
199,182620121-Unable to Locate Complainant,182620121,2018-09-19 01:27:01,"2600 N 32ND ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant,"2600 N 32ND ST, MILWAUKEE, WI","{'lat': 43.066086, 'lng': -87.953644}",
200,182620124-Service in Progress,182620124,2018-09-19 01:26:53,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
201,182620122-Assignment Completed,182620122,2018-09-19 01:25:43,"5100 W SILVER SPRING DR,MKE",4,SPECIAL ASSIGN,Assignment Completed,"5100 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119187, 'lng': -87.976237}",
202,182620109-Advised,182620109,2018-09-19 01:25:22,"711 W WISCONSIN AV,MKE",1,TRBL W/SUBJ,Advised,"711 W WISCONSIN AV, MILWAUKEE, WI","{'lat': 43.038525, 'lng': -87.920703}",
203,182620018-Service in Progress,182620018,2018-09-19 01:25:20,"3642 N 13TH ST,MKE",5,THEFT,Service in Progress,"3642 N 13TH ST, MILWAUKEE, WI","{'lat': 43.084351, 'lng': -87.926794}",
204,182620061-To be Filed,182620061,2018-09-19 00:41:09,"6425 N 54TH ST,MKE",4,INVESTIGATION,To be Filed,"6425 N 54TH ST, MILWAUKEE, WI","{'lat': 43.134556, 'lng': -87.979978}",
205,182620137-Service in Progress,182620137,2018-09-19 01:34:53,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
206,182620128-Service in Progress,182620128,2018-09-19 01:34:37,"7015 N PRESIDIO DR,MKE",4,PROPERTY DAM-DV,Service in Progress,"7015 N PRESIDIO DR, MILWAUKEE, WI","{'lat': 43.146494, 'lng': -87.978964}",
207,182620135-Advised,182620135,2018-09-19 01:34:24,"2880 N 60TH ST,MKE",7,TRAFFIC STOP,Advised,"2880 N 60TH ST, MILWAUKEE, WI","{'lat': 43.071568, 'lng': -87.986964}",
208,182620133-Service in Progress,182620133,2018-09-19 01:33:29,"W BURLEIGH ST / N 26TH ST,MKE",5,NON PURSUIT NO P,Service in Progress,"W BURLEIGH ST & N 26TH ST, MILWAUKEE, WI","{'lat': 43.07521, 'lng': -87.946029}",
209,182620126-City Citation(s) Issued,182620126,2018-09-19 01:32:54,"2721 W CONCORDIA AV,MKE",5,PROPERTY DAMAGE,City Citation(s) Issued,"2721 W CONCORDIA AV,MILWAUKEE","{'lat': 43.078911, 'lng': -87.947883}",
210,182620131-Advised,182620131,2018-09-19 01:31:57,"2615 N 27TH ST,MKE",3,TRAFFIC STOP,Advised,"2615 N 27TH ST, MILWAUKEE, WI","{'lat': 43.066303, 'lng': -87.947564}",
211,182620018-Advised,182620018,2018-09-19 01:25:20,"3642 N 13TH ST,MKE",5,THEFT,Advised,"3642 N 13TH ST, MILWAUKEE, WI","{'lat': 43.084351, 'lng': -87.926794}",
212,182620119-Assignment Completed,182620119,2018-09-19 01:24:44,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
213,182620054-Referral,182620054,2018-09-19 00:42:58,"2812 N 54TH ST,MKE",7,INJ PERSON/SICK,Referral,"2812 N 54TH ST, MILWAUKEE, WI","{'lat': 43.070155, 'lng': -87.98054}",
214,182620136-Service in Progress,182620136,2018-09-19 01:37:57,"2500-BLK S LOGAN AV,MKE",6,TRBL W/SUBJ,Service in Progress,"2500- S LOGAN AV,MILWAUKEE","{'lat': 42.998975, 'lng': -87.89668}",
215,182620110-Service in Progress,182620110,2018-09-19 01:37:46,"7121 W BRENTWOOD AV,MKE",4,ASSIGNMENT,Service in Progress,"7121 W BRENTWOOD AV, MILWAUKEE, WI","{'lat': 43.134788, 'lng': -88.000589}",
216,182620140-Assignment Completed,182620140,2018-09-19 01:36:43,"5875 N 69TH ST,MKE",4,SPECIAL ASSIGN,Assignment Completed,"5875 N 69TH ST,MILWAUKEE","{'lat': 43.124785, 'lng': -87.997465}",
217,182620139-Assignment Completed,182620139,2018-09-19 01:35:54,"4340 N 64TH ST,MKE",7,ENTRY AUTOS,Assignment Completed,"4340 N 64TH ST, MILWAUKEE, WI","{'lat': 43.096369, 'lng': -87.991478}",
218,182620138-Advised,182620138,2018-09-19 01:35:47,"730 E NORTH AV,MKE",5,TRAFFIC STOP,Advised,"730 E NORTH AV, MILWAUKEE, WI","{'lat': 43.059265, 'lng': -87.901948}",
219,182620123-Service in Progress,182620123,2018-09-19 01:35:21,"2644 N 30TH ST,MKE",3,SHOTSPOTTER,Service in Progress,"2644 N 30TH ST, MILWAUKEE, WI","{'lat': 43.067146, 'lng': -87.950679}",
220,182620125-Assignment Completed,182620125,2018-09-19 01:27:05,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
221,182620106-City Citation(s) Issued,182620106,2018-09-19 01:23:09,"2505 W MELVINA ST,MKE",5,PROPERTY DAMAGE,City Citation(s) Issued,"2505 W MELVINA ST, MILWAUKEE, WI","{'lat': 43.087879, 'lng': -87.944978}",
222,182620111-Assignment Completed,182620111,2018-09-19 01:18:30,"2200 S 11TH ST,MKE",2,INVESTIGATION,Assignment Completed,"2200 S 11TH ST, MILWAUKEE, WI","{'lat': 43.004475, 'lng': -87.925476}",
223,182620148-Service in Progress,182620148,2018-09-19 01:44:15,"900 S 2ND ST,MKE",2,PARK AND WALK,Service in Progress,"900 S 2ND ST, MILWAUKEE, WI","{'lat': 43.022308, 'lng': -87.912636}",
224,182620146-Service in Progress,182620146,2018-09-19 01:42:21,"N 61ST ST / W APPLETON AV,MKE",7,TRAFFIC STOP,Service in Progress,"N 61ST ST & W APPLETAV, MILWAUKEE, WI","{'lat': 43.093626, 'lng': -87.988168}",
225,182620145-Assignment Completed,182620145,2018-09-19 01:41:05,"4032 N 24TH PL,MKE",5,INVESTIGATION,Assignment Completed,"4032 N 24TH PL, MILWAUKEE, WI","{'lat': 43.09053, 'lng': -87.943028}",
226,182620142-Assignment Completed,182620142,2018-09-19 01:40:21,"1311 E BRADY ST,MKE",1,FIGHT,Assignment Completed,"1311 E BRADY ST, MILWAUKEE, WI","{'lat': 43.052773, 'lng': -87.894906}",
227,182620143-Service in Progress,182620143,2018-09-19 01:40:18,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
228,182620154-Assignment Completed,182620154,2018-09-19 01:47:50,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
229,182620152-Advised,182620152,2018-09-19 01:47:08,"4022 N 23RD ST,MKE",5,TRAFFIC STOP,Advised,"4022 N 23RD ST, MILWAUKEE, WI","{'lat': 43.090009, 'lng': -87.940755}",
230,182620151-Assignment Completed,182620151,2018-09-19 01:46:37,"6141 N HOPKINS ST,MKE",4,PATROL,Assignment Completed,"6141 N HOPKINS ST, MILWAUKEE, WI","{'lat': 43.126926, 'lng': -87.972566}",
231,182620150-Service in Progress,182620150,2018-09-19 01:45:41,"2920 N 4TH ST,MKE",5,REPORTS,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
232,182620149-Service in Progress,182620149,2018-09-19 01:45:35,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
233,182620146-Advised,182620146,2018-09-19 01:42:21,"N 61ST ST / W APPLETON AV,MKE",7,TRAFFIC STOP,Advised,"N 61ST ST & W APPLETAV, MILWAUKEE, WI","{'lat': 43.093626, 'lng': -87.988168}",
234,182620142-City Citation(s) Issued,182620142,2018-09-19 01:40:21,"1311 E BRADY ST,MKE",1,FIGHT,City Citation(s) Issued,"1311 E BRADY ST, MILWAUKEE, WI","{'lat': 43.052773, 'lng': -87.894906}",
235,182620136-Unable to Locate Complainant,182620136,2018-09-19 01:37:57,"2500-BLK S LOGAN AV,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant,"2500- S LOGAN AV,MILWAUKEE","{'lat': 42.998975, 'lng': -87.89668}",
236,182620133-Assignment Completed,182620133,2018-09-19 01:33:29,"W BURLEIGH ST / N 26TH ST,MKE",5,NON PURSUIT NO P,Assignment Completed,"W BURLEIGH ST & N 26TH ST, MILWAUKEE, WI","{'lat': 43.07521, 'lng': -87.946029}",
237,182620092-To be Filed,182620092,2018-09-19 01:06:50,"6929 W SILVER SPRING DR,MKE",4,REPORTS,To be Filed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
