,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
498,182590554-Assignment Completed,182590554,2018-09-16 06:21:50,"N MURRAY AV / E NORTH AV,MKE",1,INJ PERSON/SICK,Assignment Completed,"N MURRAY AVE & E NORTH AV,MILWAUKEE","{'lat': 43.06247, 'lng': -88.133727}",
499,182590591-Assignment Completed,182590591,2018-09-16 06:42:27,"5100 W VILLARD AV,MKE",4,PATROL,Assignment Completed,"5100 W VILLARD AV,MILWAUKEE","{'lat': 43.11184, 'lng': -87.976318}",
500,182590538-Service in Progress,182590538,2018-09-16 06:41:01,"2861 N 24TH PL,MKE",5,NOISE NUISANCE,Service in Progress,"2861 N 24TH PL,MILWAUKEE","{'lat': 43.070993, 'lng': -87.943902}",
501,182590582-Unable to Locate Complainant,182590582,2018-09-16 06:40:53,"N HUMBOLDT BL / E CONCORDIA AV,MKE",5,WELFARE CITIZEN,Unable to Locate Complainant,"N HUMBOLDT BL & E CONCORDIA AV,MILWAUKEE","{'lat': 43.07897, 'lng': -87.897629}",
502,182590598-Service in Progress,182590598,2018-09-16 06:48:38,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
503,182590590-Service in Progress,182590590,2018-09-16 06:48:31,"3155 S BRUST AV,MKE",6,ENTRY,Service in Progress,"3155 S BRUST AV,MILWAUKEE","{'lat': 42.986917, 'lng': -87.889586}",
504,182590571-Service in Progress,182590571,2018-09-16 06:48:13,"2359 N SHERMAN BL,MKE",3,ACC PDO,Service in Progress,"2359 N SHERMAN BL,MILWAUKEE","{'lat': 43.061908, 'lng': -87.967937}",
505,182590597-Advised,182590597,2018-09-16 06:48:10,"N 50TH ST / W ROHR AV,MKE",4,WELFARE CITIZEN,Advised,"N 50TH ST & W ROHR AV,MILWAUKEE","{'lat': 43.113827, 'lng': -87.975071}",
506,182590595-Service in Progress,182590595,2018-09-16 06:46:43,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
507,182590593-Assignment Completed,182590593,2018-09-16 06:46:00,"7900 W SILVER SPRING DR,MKE",4,PATROL,Assignment Completed,"7900 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119847, 'lng': -88.010078}",
508,182590538-Advised,182590538,2018-09-16 06:41:01,"2861 N 24TH PL,MKE",5,NOISE NUISANCE,Advised,"2861 N 24TH PL,MILWAUKEE","{'lat': 43.070993, 'lng': -87.943902}",
509,182590533-Unable to Locate Complainant,182590533,2018-09-16 06:04:03,"1637 N 36TH ST,MKE",3,TRBL W/SUBJ,Unable to Locate Complainant,"1637 N 36TH ST,MILWAUKEE","{'lat': 43.052306, 'lng': -87.95904}",
510,182590602-Assignment Completed,182590602,2018-09-16 06:53:04,"1930 W HOWARD AV,MKE",6,BUSINESS CHECK,Assignment Completed,"1930 W HOWARD AV,MILWAUKEE","{'lat': 42.974158, 'lng': -87.938399}",
511,182590601-Service in Progress,182590601,2018-09-16 06:52:50,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
512,182590600-Assignment Completed,182590600,2018-09-16 06:50:27,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
513,182590604-Service in Progress,182590604,2018-09-16 06:56:29,"2364 N 21ST ST,MKE",3,PROPERTY DAM-DV,Service in Progress,"2364 N 21ST ST,MILWAUKEE","{'lat': 43.061938, 'lng': -87.938382}",
514,182590573-Service in Progress,182590573,2018-09-16 07:04:56,"2950 N OAKLAND AV,MKE",1,WELFARE CITIZEN,Service in Progress,"2950 N OAKLAND AV,MILWAUKEE","{'lat': 43.071894, 'lng': -87.887449}",
515,182590613-Service in Progress,182590613,2018-09-16 07:04:46,"2944 N 51ST ST,MKE",7,TRAFFIC STOP,Service in Progress,"2944 N 51ST ST,MILWAUKEE","{'lat': 43.072446, 'lng': -87.977238}",
516,182590611-Service in Progress,182590611,2018-09-16 07:04:28,"6000 W SILVER SPRING DR,MKE",4,PATROL,Service in Progress,"6000 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119875, 'lng': -87.986937}",
517,182590599-Advised,182590599,2018-09-16 07:02:40,"2627 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Advised,"2627 W CAPITOL DR,MILWAUKEE","{'lat': 43.0894, 'lng': -87.946558}",
518,182590610-Service in Progress,182590610,2018-09-16 07:08:19,"2417 N 25TH ST,MKE",3,ENTRY,Service in Progress,"2417 N 25TH ST,MILWAUKEE","{'lat': 43.062819, 'lng': -87.945269}",
519,182590614-Assignment Completed,182590614,2018-09-16 07:05:14,"5715 N 57TH ST,MKE",4,NETWORK CRIMINAL,Assignment Completed,"5715 N 57TH ST,MILWAUKEE","{'lat': 43.121817, 'lng': -87.984054}",
520,182590573-Unable to Locate Complainant,182590573,2018-09-16 07:04:56,"2950 N OAKLAND AV,MKE",1,WELFARE CITIZEN,Unable to Locate Complainant,"2950 N OAKLAND AV,MILWAUKEE","{'lat': 43.071894, 'lng': -87.887449}",
521,182590613-Advised,182590613,2018-09-16 07:04:46,"2944 N 51ST ST,MKE",7,TRAFFIC STOP,Advised,"2944 N 51ST ST,MILWAUKEE","{'lat': 43.072446, 'lng': -87.977238}",
522,182590611-Assignment Completed,182590611,2018-09-16 07:04:28,"6000 W SILVER SPRING DR,MKE",4,PATROL,Assignment Completed,"6000 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119875, 'lng': -87.986937}",
523,182590604-Advised,182590604,2018-09-16 06:56:29,"2364 N 21ST ST,MKE",3,PROPERTY DAM-DV,Advised,"2364 N 21ST ST,MILWAUKEE","{'lat': 43.061938, 'lng': -87.938382}",
524,182590580-Assignment Completed,182590580,2018-09-16 06:32:17,"S 9TH ST / W LINCOLN AV,MKE",2,PARK AND WALK,Assignment Completed,"S 9TH ST & W LINCOLN AV,MILWAUKEE","{'lat': 43.002834, 'lng': -87.922417}",
525,182590623-Service in Progress,182590623,2018-09-16 07:14:55,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
526,182590616-Service in Progress,182590616,2018-09-16 07:14:18,"5881 N 40TH ST,MKE",4,PROPERTY PICKUP,Service in Progress,"5881 N 40TH ST,MILWAUKEE","{'lat': 43.124638, 'lng': -87.962465}",
527,182590621-Service in Progress,182590621,2018-09-16 07:13:46,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
528,182590620-Unable to Locate Complainant,182590620,2018-09-16 07:13:04,"1009 W LINCOLN AV,MKE",2,IND EXPOSURE,Unable to Locate Complainant,"1009 W LINCOLN AV,MILWAUKEE","{'lat': 43.002579, 'lng': -87.925026}",
529,182590605-Service in Progress,182590605,2018-09-16 07:11:45,"1506 N VAN BUREN ST,MKE",1,WELFARE CITIZEN,Service in Progress,"1506 N VAN BUREN ST,MILWAUKEE","{'lat': 43.049618, 'lng': -87.902966}",
530,182590619-Service in Progress,182590619,2018-09-16 07:11:30,"2920 N 4TH ST,MKE",5,REPORTS,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
531,182590618-Service in Progress,182590618,2018-09-16 07:15:37,"8550 N 106TH ST,MKE",4,NOTIFICATION,Service in Progress,"8550 N 106TH ST,MILWAUKEE","{'lat': 43.173101, 'lng': -88.042309}",
532,182590636-Assignment Completed,182590636,2018-09-16 07:23:18,"749 W STATE ST,MKE",1,ASSIGNMENT,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
533,182590635-To be Filed,182590635,2018-09-16 07:23:16,"3626 W FOND DU LAC AV,MKE",7,REPORTS,To be Filed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
534,182590579-Advised,182590579,2018-09-16 07:22:48,"312 E BUFFALO ST,MKE",1,TRBL W/SUBJ,Advised,"312 E BUFFALO ST,MILWAUKEE","{'lat': 43.034081, 'lng': -87.906787}",
535,182590630-Assignment Completed,182590630,2018-09-16 07:20:02,"9200 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed,"9200 W CAPITOL DR,MILWAUKEE","{'lat': 43.089526, 'lng': -88.027716}",
536,182590621-Assignment Completed,182590621,2018-09-16 07:13:46,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
537,182590619-To be Filed,182590619,2018-09-16 07:11:30,"2920 N 4TH ST,MKE",5,REPORTS,To be Filed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
538,182590610-Assignment Completed,182590610,2018-09-16 07:08:19,"2417 N 25TH ST,MKE",3,ENTRY,Assignment Completed,"2417 N 25TH ST,MILWAUKEE","{'lat': 43.062819, 'lng': -87.945269}",
539,182590598-Assignment Completed,182590598,2018-09-16 06:48:38,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
540,182590585-To be Filed,182590585,2018-09-16 06:35:14,"3626 W FOND DU LAC AV,MKE",7,REPORTS,To be Filed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
541,182590639-To be Filed,182590639,2018-09-16 07:25:33,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,To be Filed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
542,182590638-Assignment Completed,182590638,2018-09-16 07:25:15,"400 W CHAMBERS ST,MKE",5,PARK AND WALK,Assignment Completed,"400 W CHAMBERS ST,MILWAUKEE","{'lat': 43.073897, 'lng': -87.915385}",
543,182590652-Assignment Completed,182590652,2018-09-16 07:34:52,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
544,182590650-Service in Progress,182590650,2018-09-16 07:34:29,"2333 N 49TH ST,MKE",3,INJ PERSON/SICK,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
545,182590648-Service in Progress,182590648,2018-09-16 07:33:27,"333 W KILBOURN AV,MKE",1,SUBJ WITH GUN,Service in Progress,"333 W KILBOURN AV,MILWAUKEE","{'lat': 43.04089, 'lng': -87.91486}",
546,182590634-Service in Progress,182590634,2018-09-16 07:32:41,"N 41ST ST / W GREEN TREE RD,MKE",4,ACC PDO,Service in Progress,"N 41ST ST & W GREEN TREE RD,MILWAUKEE","{'lat': 43.141263, 'lng': -87.963228}",
547,182590647-Assignment Completed,182590647,2018-09-16 07:32:21,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
548,182590646-Service in Progress,182590646,2018-09-16 07:31:37,"310 W WISCONSIN AV,MKE",1,INJ PERSON/SICK,Service in Progress,"310 W WISCONSIN AV,MILWAUKEE","{'lat': 43.03916, 'lng': -87.915185}",
549,182590645-Advised,182590645,2018-09-16 07:30:35,"959 W LINCOLN AV,MKE",2,TRESPASSER,Advised,"959 W LINCOLN AV,MILWAUKEE","{'lat': 43.002579, 'lng': -87.923984}",
550,182590618-Advised,182590618,2018-09-16 07:15:37,"8550 N 106TH ST,MKE",4,NOTIFICATION,Advised,"8550 N 106TH ST,MILWAUKEE","{'lat': 43.173101, 'lng': -88.042309}",
551,182590623-To be Filed,182590623,2018-09-16 07:14:55,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
552,182590590-To be Filed,182590590,2018-09-16 06:48:31,"3155 S BRUST AV,MKE",6,ENTRY,To be Filed,"3155 S BRUST AV,MILWAUKEE","{'lat': 42.986917, 'lng': -87.889586}",
553,182590571-Assignment Completed,182590571,2018-09-16 06:48:13,"2359 N SHERMAN BL,MKE",3,ACC PDO,Assignment Completed,"2359 N SHERMAN BL,MILWAUKEE","{'lat': 43.061908, 'lng': -87.967937}",
554,182590657-Assignment Completed,182590657,2018-09-16 07:38:11,"1125 W LINCOLN AV,MKE",2,INJ PERSON/SICK,Assignment Completed,"1125 W LINCOLN AV,MILWAUKEE","{'lat': 43.00258, 'lng': -87.926795}",
555,182590660-Unable to Locate Complainant,182590660,2018-09-16 07:44:34,"2623 N GRANT BL,MKE",3,CALL FOR POLICE,Unable to Locate Complainant,"2623 N GRANT BL,MILWAUKEE","{'lat': 43.066638, 'lng': -87.966205}",
556,182590663-Service in Progress,182590663,2018-09-16 07:44:08,"5629 W KEEFE AV,MKE",7,ENTRY,Service in Progress,"5629 W KEEFE AV,MILWAUKEE","{'lat': 43.082323, 'lng': -87.984128}",
557,182590662-Assignment Completed,182590662,2018-09-16 07:40:37,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
558,182590631-Advised,182590631,2018-09-16 07:40:13,"920 W NORTH AV,MKE",3,TRBL W/SUBJ,Advised,"920 W NORTH AV,MILWAUKEE","{'lat': 43.06063, 'lng': -87.923178}",
559,182590571-To be Filed,182590571,2018-09-16 06:48:13,"2359 N SHERMAN BL,MKE",3,ACC PDO,To be Filed,"2359 N SHERMAN BL,MILWAUKEE","{'lat': 43.061908, 'lng': -87.967937}",
560,182590680-Assignment Completed,182590680,2018-09-16 07:49:09,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
561,182590688-Advised,182590688,2018-09-16 07:53:36,"N 60TH ST / W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised,"N 60TH ST & W CAPITOL DR,MILWAUKEE","{'lat': 43.089973, 'lng': -87.986922}",
562,182590682-Assignment Completed,182590682,2018-09-16 07:50:32,"2920 N 4TH ST,MKE",5,OUT OF SERVICE,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
563,182590650-Assignment Completed,182590650,2018-09-16 07:34:29,"2333 N 49TH ST,MKE",3,INJ PERSON/SICK,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
564,182590616-Assignment Completed,182590616,2018-09-16 07:14:18,"5881 N 40TH ST,MKE",4,PROPERTY PICKUP,Assignment Completed,"5881 N 40TH ST,MILWAUKEE","{'lat': 43.124638, 'lng': -87.962465}",
565,182590690-Service in Progress,182590690,2018-09-16 07:57:00,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
566,182590689-Assignment Completed,182590689,2018-09-16 07:55:17,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
567,182590648-Assignment Completed,182590648,2018-09-16 07:33:27,"333 W KILBOURN AV,MKE",1,SUBJ WITH GUN,Assignment Completed,"333 W KILBOURN AV,MILWAUKEE","{'lat': 43.04089, 'lng': -87.91486}",
568,182590691-Service in Progress,182590691,2018-09-16 08:03:27,"5750 N 67TH ST,MKE",4,CALL FOR POLICE,Service in Progress,"5750 N 67TH ST,MILWAUKEE","{'lat': 43.122222, 'lng': -87.994574}",
569,182590684-Service in Progress,182590684,2018-09-16 08:00:30,"2795 N CARLTON PL,MKE",7,TRBL W/SUBJ,Service in Progress,"2795 N CARLTPL,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
570,182590665-Service in Progress,182590665,2018-09-16 08:10:00,"6706 W CLEVELAND AV,MKE",6,ENTRY,Service in Progress,"6706 W CLEVELAND AV,MILWAUKEE","{'lat': 42.995876, 'lng': -87.996041}",
571,182590685-Service in Progress,182590685,2018-09-16 08:09:55,"4419 W VILLARD AV,MKE",7,BATTERY,Service in Progress,"4419 W VILLARD AV,MILWAUKEE","{'lat': 43.111623, 'lng': -87.968296}",
572,182590694-Service in Progress,182590694,2018-09-16 08:07:57,"3005 W KILBOURN AV,MKE",3,CRUELTY ANIMAL,Service in Progress,"3005 W KILBOURN AV,MILWAUKEE","{'lat': 43.041393, 'lng': -87.952072}",
573,182590674-Service in Progress,182590674,2018-09-16 08:07:05,"1901 N 33RD ST,MKE",3,ROBBERY STARM-DV,Service in Progress,"1901 N 33RD ST,MILWAUKEE","{'lat': 43.055247, 'lng': -87.955463}",
574,182590699-Assignment Completed,182590699,2018-09-16 08:05:32,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
575,182590633-Unable to Locate Complainant,182590633,2018-09-16 08:14:00,"1678 S 11TH ST,MKE",2,CALL FOR POLICE,Unable to Locate Complainant,"1678 S 11TH ST,MILWAUKEE","{'lat': 43.012663, 'lng': -87.925345}",
576,182590702-Service in Progress,182590702,2018-09-16 08:12:46,"3075 N 40TH ST,MKE",7,TRBL W/SUBJ,Service in Progress,"3075 N 40TH ST,MILWAUKEE","{'lat': 43.074936, 'lng': -87.96351}",
577,182590704-Service in Progress,182590704,2018-09-16 08:12:16,"3276 N 44TH ST,MKE",7,WELFARE CITIZEN,Service in Progress,"3276 N 44TH ST,MILWAUKEE","{'lat': 43.078653, 'lng': -87.968203}",
578,182590560-Service in Progress,182590560,2018-09-16 08:12:15,"2160 S 18TH ST,MKE",2,SUBJ WANTED,Service in Progress,"2160 S 18TH ST,MILWAUKEE","{'lat': 43.005174, 'lng': -87.935085}",
579,182590678-Advised,182590678,2018-09-16 08:12:05,"2506 S 8TH ST,MKE",2,TRBL W/SUBJ,Advised,"2506 S 8TH ST,MILWAUKEE","{'lat': 42.998986, 'lng': -87.920859}",
580,182590705-Service in Progress,182590705,2018-09-16 08:10:59,"335 E WILBUR AV,MKE",6,INJ PERSON/SICK,Service in Progress,"335 E WILBUR AV,MILWAUKEE","{'lat': 42.978056, 'lng': -87.906404}",
581,182590709-To be Filed,182590709,2018-09-16 08:10:49,"2920 N 4TH ST,MKE",5,ROBBERY ARMED,To be Filed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
582,182590708-Assignment Completed,182590708,2018-09-16 08:10:12,"11800 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"11800 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.117763, 'lng': -88.059907}",
583,182590690-To be Filed,182590690,2018-09-16 07:57:00,"3626 W FOND DU LAC AV,MKE",7,REPORTS,To be Filed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
584,182590716-Service in Progress,182590716,2018-09-16 08:18:17,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
585,182590697-Service in Progress,182590697,2018-09-16 08:17:53,"3110 W FOREST HOME AV,MKE",2,ENTRY,Service in Progress,"3110 W FOREST HOME AV,MILWAUKEE","{'lat': 42.997958, 'lng': -87.953182}",
586,182590715-City Citation(s) Issued,182590715,2018-09-16 08:17:45,"6426 W FOND DU LAC AV,MKE",7,TRAFFIC STOP,City Citation(s) Issued,"6426 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.102603, 'lng': -87.9917}",
587,182590714-Assignment Completed,182590714,2018-09-16 08:17:03,"3927 W VILLARD AV,MKE",7,BUSINESS CHECK,Assignment Completed,"3927 W VILLARD AV,MILWAUKEE","{'lat': 43.111676, 'lng': -87.962156}",
588,182590637-Service in Progress,182590637,2018-09-16 08:15:31,"3256 N 24TH ST,MKE",5,TRBL W/SUBJ,Service in Progress,"3256 N 24TH ST,MILWAUKEE","{'lat': 43.078186, 'lng': -87.941845}",
589,182590691-Unable to Locate Complainant,182590691,2018-09-16 08:03:27,"5750 N 67TH ST,MKE",4,CALL FOR POLICE,Unable to Locate Complainant,"5750 N 67TH ST,MILWAUKEE","{'lat': 43.122222, 'lng': -87.994574}",
590,182590673-Service in Progress,182590673,2018-09-16 08:24:39,"1145 N CALLAHAN PL,MKE",3,THREAT,Service in Progress,"1145 N CALLAHAN PL,MILWAUKEE","{'lat': 43.045091, 'lng': -87.932984}",
591,182590724-Service in Progress,182590724,2018-09-16 08:24:33,"2400 W WISCONSIN AV,MKE",3,FOLLOW UP,Service in Progress,"2400 W WISCONSIN AV,MILWAUKEE","{'lat': 43.038539, 'lng': -87.942894}",
592,182590675-Service in Progress,182590675,2018-09-16 08:22:13,"1328 S 11TH ST,MKE",2,CALL FOR POLICE,Service in Progress,"1328 S 11TH ST,MILWAUKEE","{'lat': 43.017312, 'lng': -87.924995}",
593,182590718-Assignment Completed,182590718,2018-09-16 08:20:41,"200 W PLEASANT ST,MKE",5,BUSINESS CHECK,Assignment Completed,"200 W PLEASANT ST,MILWAUKEE","{'lat': 43.052853, 'lng': -87.913222}",
594,182590716-Assignment Completed,182590716,2018-09-16 08:18:17,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
595,182590705-Unable to Locate Complainant,182590705,2018-09-16 08:10:59,"335 E WILBUR AV,MKE",6,INJ PERSON/SICK,Unable to Locate Complainant,"335 E WILBUR AV,MILWAUKEE","{'lat': 42.978056, 'lng': -87.906404}",
596,182590734-Service in Progress,182590734,2018-09-16 08:29:53,"2920 N 4TH ST,MKE",5,ROBBERY ARMED,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
597,182590732-Service in Progress,182590732,2018-09-16 08:29:29,"2920 N 4TH ST,MKE",5,RETURN STATION,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
598,182590725-Assignment Completed,182590725,2018-09-16 08:26:03,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
599,182590704-Unable to Locate Complainant,182590704,2018-09-16 08:12:16,"3276 N 44TH ST,MKE",7,WELFARE CITIZEN,Unable to Locate Complainant,"3276 N 44TH ST,MILWAUKEE","{'lat': 43.078653, 'lng': -87.968203}",
600,182590560-Assignment Completed,182590560,2018-09-16 08:12:15,"2160 S 18TH ST,MKE",2,SUBJ WANTED,Assignment Completed,"2160 S 18TH ST,MILWAUKEE","{'lat': 43.005174, 'lng': -87.935085}",
601,182590634-To be Filed,182590634,2018-09-16 07:32:41,"N 41ST ST / W GREEN TREE RD,MKE",4,ACC PDO,To be Filed,"N 41ST ST & W GREEN TREE RD,MILWAUKEE","{'lat': 43.141263, 'lng': -87.963228}",
602,182590745-Service in Progress,182590745,2018-09-16 08:34:45,"2733 W FAIRMOUNT AV,MKE",7,FOLLOW UP,Service in Progress,"2733 W FAIRMOUNT AV,MILWAUKEE","{'lat': 43.107897, 'lng': -87.94758}",
603,182590741-Advised,182590741,2018-09-16 08:34:41,"1036 N VAN BUREN ST,MKE",1,DEMONSTRATION,Advised,"1036 N VAN BUREN ST,MILWAUKEE","{'lat': 43.044682, 'lng': -87.902936}",
604,182590743-Service in Progress,182590743,2018-09-16 08:34:34,"2920 N 4TH ST,MKE",5,SEARCH WARRANT,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
605,182590742-Service in Progress,182590742,2018-09-16 08:33:46,"2920 N 4TH ST,MKE",5,INVESTIGATION,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
606,182590731-Service in Progress,182590731,2018-09-16 08:31:53,"9820 W HOWARD AV,MKE",6,ENTRY,Service in Progress,"9820 W HOWARD AV,MILWAUKEE","{'lat': 42.974088, 'lng': -88.035705}",
607,182590739-Advised,182590739,2018-09-16 08:31:13,"3500 N 60TH ST,MKE",7,TS TARGETED,Advised,"3500 N 60TH ST,MILWAUKEE","{'lat': 43.082517, 'lng': -87.987133}",
608,182590738-Service in Progress,182590738,2018-09-16 08:30:54,"9001 N 75TH ST,MKE",4,FOLLOW UP,Service in Progress,"9001 N 75TH ST,MILWAUKEE","{'lat': 43.181838, 'lng': -88.003091}",
609,182590724-Assignment Completed,182590724,2018-09-16 08:24:33,"2400 W WISCONSIN AV,MKE",3,FOLLOW UP,Assignment Completed,"2400 W WISCONSIN AV,MILWAUKEE","{'lat': 43.038539, 'lng': -87.942894}",
610,182590675-Unable to Locate Complainant,182590675,2018-09-16 08:22:13,"1328 S 11TH ST,MKE",2,CALL FOR POLICE,Unable to Locate Complainant,"1328 S 11TH ST,MILWAUKEE","{'lat': 43.017312, 'lng': -87.924995}",
611,182590702-Advised,182590702,2018-09-16 08:12:46,"3075 N 40TH ST,MKE",7,TRBL W/SUBJ,Advised,"3075 N 40TH ST,MILWAUKEE","{'lat': 43.074936, 'lng': -87.96351}",
612,182590560-Unable to Locate Complainant,182590560,2018-09-16 08:12:15,"2160 S 18TH ST,MKE",2,SUBJ WANTED,Unable to Locate Complainant,"2160 S 18TH ST,MILWAUKEE","{'lat': 43.005174, 'lng': -87.935085}",
613,182590690-Assignment Completed,182590690,2018-09-16 07:57:00,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
614,182590750-Unable to Locate Complainant,182590750,2018-09-16 08:37:44,"2800-BLK N SHERMAN BL,MKE",7,SUBJ WITH GUN,Unable to Locate Complainant,"2800- N SHERMAN BL,MILWAUKEE","{'lat': 43.045962, 'lng': -87.963536}",
615,182590713-Advised,182590713,2018-09-16 08:36:51,"3352 N 10TH ST,MKE",5,PROPERTY DAMAGE,Advised,"3352 N 10TH ST,MILWAUKEE","{'lat': 43.080089, 'lng': -87.923204}",
616,182590751-Advised,182590751,2018-09-16 08:43:37,"2900 W OKLAHOMA AV,MKE",6,ENTRY AUTOS,Advised,"2900 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.990356, 'lng': -87.9515}",
617,182590756-Service in Progress,182590756,2018-09-16 08:43:00,"6622 N BOURBON ST,MKE",4,FIGHT,Service in Progress,"6622 N BOURBST,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
618,182590687-Service in Progress,182590687,2018-09-16 08:42:07,"S 3RD ST / W BURNHAM ST,MKE",2,FAMILY TROUBLE,Service in Progress,"S 3RD ST & W BURNHAM ST,MILWAUKEE","{'lat': 43.010097, 'lng': -87.913953}",
619,182590755-Service in Progress,182590755,2018-09-16 08:41:51,"6929 W SILVER SPRING DR,MKE",4,PROPERTY PICKUP,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
