,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
538,182610532-Service in Progress,182610532,2018-09-18 08:02:53,"2920 N 4TH ST,MKE",5,REPORTS,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
539,182610530-Service in Progress,182610530,2018-09-18 08:02:18,"6929 W SILVER SPRING DR,MKE",4,COURT DUTY,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
540,182610529-Advised,182610529,2018-09-18 08:01:34,"7100 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised,"7100 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.090253, 'lng': -88.001148}",
541,182610527-Service in Progress,182610527,2018-09-18 08:00:12,RADIO SHOP,1,RETURN STATION,Service in Progress,"RADIO SHOP, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
542,182610557-Service in Progress,182610557,2018-09-18 08:09:41,"3626 W FOND DU LAC AV,MKE",7,SPECIAL ASSIGN,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
543,182610476-Service in Progress,182610476,2018-09-18 08:09:26,"3716 N 23RD ST,MKE",5,TRBL W/SUBJ,Service in Progress,"3716 N 23RD ST, MILWAUKEE, WI","{'lat': 43.085045, 'lng': -87.940643}",
544,182610555-Service in Progress,182610555,2018-09-18 08:09:26,"700 W SCOTT ST,MKE",2,INVESTIGATION,Service in Progress,"700 W SCOTT ST, MILWAUKEE, WI","{'lat': 43.018959, 'lng': -87.919668}",
545,182610546-Service in Progress,182610546,2018-09-18 08:08:56,"3916 W FAIRMOUNT AV,MKE",7,BATTERY,Service in Progress,"3916 W FAIRMOUNT AV, MILWAUKEE, WI","{'lat': 43.108406, 'lng': -87.962045}",
546,182610553-Assignment Completed,182610553,2018-09-18 08:08:47,"6557 N 89TH ST,MKE",4,SUBJ WANTED,Assignment Completed,"6557 N 89TH ST, MILWAUKEE, WI","{'lat': 43.137201, 'lng': -88.023177}",
547,182610477-Unable to Locate Complainant,182610477,2018-09-18 08:07:47,"5765 N 42ND ST,MKE",4,CALL FOR POLICE,Unable to Locate Complainant,"5765 N 42ND ST, MILWAUKEE, WI","{'lat': 43.122742, 'lng': -87.964763}",
548,182610517-Service in Progress,182610517,2018-09-18 08:07:46,"7012 W APPLETON AV,MKE",7,BATTERY DV,Service in Progress,"7012 W APPLETAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
549,182610542-Service in Progress,182610542,2018-09-18 08:07:31,"2425 N 55TH ST,MKE",3,BATTERY DV,Service in Progress,"2425 N 55TH ST, MILWAUKEE, WI","{'lat': 43.063047, 'lng': -87.982166}",
550,182610550-Service in Progress,182610550,2018-09-18 08:07:18,"6680 N TEUTONIA AV,MKE",4,INVESTIGATION,Service in Progress,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
551,182610545-Service in Progress,182610545,2018-09-18 08:06:26,"901 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"901 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
552,182610544-City Citation(s) Issued,182610544,2018-09-18 08:06:16,"8400 N SERVITE DR,MKE",4,TRAFFIC STOP,City Citation(s) Issued,"8400 N SERVITE DR, MILWAUKEE, WI","{'lat': 43.171272, 'lng': -88.006492}",
553,182610533-Service in Progress,182610533,2018-09-18 08:05:56,"2752 N 19TH ST,MKE",5,BATTERY,Service in Progress,"2752 N 19TH ST, MILWAUKEE, WI","{'lat': 43.069014, 'lng': -87.936408}",
554,182610435-Service in Progress,182610435,2018-09-18 08:05:02,"2200 W KILBOURN AV,MKE",3,THEFT,Service in Progress,"2200 W KILBOURN AV, MILWAUKEE, WI","{'lat': 43.042465, 'lng': -87.940543}",
555,182610571-Service in Progress,182610571,2018-09-18 08:14:54,"3000 W CANAL ST,MKE",3,POLICE ADMIN,Service in Progress,"3000 W CANAL ST,MILWAUKEE","{'lat': 43.031311, 'lng': -87.951659}",
556,182610570-Service in Progress,182610570,2018-09-18 08:14:24,"4733 W VLIET ST,MKE",3,RETURN STATION,Service in Progress,"4733 W VLIET ST, MILWAUKEE, WI","{'lat': 43.048316, 'lng': -87.973303}",
557,182610569-Service in Progress,182610569,2018-09-18 08:14:12,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
558,182610560-Service in Progress,182610560,2018-09-18 08:13:20,"5221 N TEUTONIA AV,MKE",4,FIGHT,Service in Progress,"5221 N TEUTONIA AV,MILWAUKEE","{'lat': 43.112376, 'lng': -87.9504}",
559,182610567-Service in Progress,182610567,2018-09-18 08:13:14,"S 20TH ST / W OKLAHOMA AV,MKE",6,SPECIAL ASSIGN,Service in Progress,"S 20TH ST & W OKLAHOMA AV, MILWAUKEE, WI","{'lat': 42.988399, 'lng': -87.938504}",
560,182610565-Service in Progress,182610565,2018-09-18 08:12:21,"901 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"901 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
561,182610515-Unable to Locate Complainant,182610515,2018-09-18 08:12:04,"N TEUTONIA AV / W HAMPTON AV,MKE",7,TRAFFIC HAZARD,Unable to Locate Complainant,"N TEUTONIA AVE & W HAMPTAV, MILWAUKEE, WI","{'lat': 43.109649, 'lng': -87.949303}",
562,182610562-Service in Progress,182610562,2018-09-18 08:11:59,"749 W STATE ST,MKE",1,MAIL RUN,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
563,182610493-Service in Progress,182610493,2018-09-18 08:11:41,"3022 N STOWELL AV,MKE",1,ABAND/STOLEN PRO,Service in Progress,"3022 N STOWELL AV, MILWAUKEE, WI","{'lat': 43.073353, 'lng': -87.87877}",
564,182610461-Service in Progress,182610461,2018-09-18 08:11:33,"1127 W WASHINGTON ST,MKE",2,THEFT VEHICLE,Service in Progress,"1127 W WASHINGTST, MILWAUKEE, WI","{'lat': 43.019885, 'lng': -87.926194}",
565,182610460-Service in Progress,182610460,2018-09-18 08:11:19,"2227 E HARTFORD AV,MKE",1,BATTERY,Service in Progress,"2227 E HARTFORD AV, MILWAUKEE, WI","{'lat': 43.076989, 'lng': -87.882053}",
566,182610561-Service in Progress,182610561,2018-09-18 08:10:59,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
567,182610556-Service in Progress,182610556,2018-09-18 08:10:56,"831 S SHEA AV,MKE",2,BATTERY DV,Service in Progress,"831 S SHEA AV, MILWAUKEE, WI","{'lat': 43.022221, 'lng': -87.955949}",
568,182610540-Advised,182610540,2018-09-18 08:10:30,"5831 W ELLIOTT CR,MKE",3,FRAUD CRED CARD,Advised,"5831 W ELLIOTT CR, MILWAUKEE, WI","{'lat': 43.058383, 'lng': -87.985898}",
569,182610516-Service in Progress,182610516,2018-09-18 08:10:21,"1619 W GRANT ST,MKE",2,THEFT VEHICLE,Service in Progress,"1619 W GRANT ST, MILWAUKEE, WI","{'lat': 43.004551, 'lng': -87.93386}",
570,182610558-Service in Progress,182610558,2018-09-18 08:10:14,"3626 W FOND DU LAC AV,MKE",7,SPECIAL ASSIGN,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
571,182610539-Assignment Completed,182610539,2018-09-18 08:05:00,"4200 N 22ND ST,MKE",5,PROPERTY PICKUP,Assignment Completed,"4200 N 22ND ST, MILWAUKEE, WI","{'lat': 43.09432, 'lng': -87.938921}",
572,182610521-Assignment Completed,182610521,2018-09-18 07:57:50,"2333 N 49TH ST,MKE",3,REPORTS,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
573,182610427-Unable to Locate Complainant,182610427,2018-09-18 07:45:05,"4772 N 80TH ST,MKE",7,SUBJ WANTED,Unable to Locate Complainant,"4772 N 80TH ST, MILWAUKEE, WI","{'lat': 43.104661, 'lng': -88.011466}",
574,182610559-Service in Progress,182610559,2018-09-18 08:19:28,"822 W NASH ST,MKE",5,TRBL W/SUBJ-DV,Service in Progress,"822 W NASH ST, MILWAUKEE, WI","{'lat': 43.084645, 'lng': -87.921757}",
575,182610433-Advised,182610433,2018-09-18 08:18:05,"S 13TH ST / W MORGAN AV,MKE",6,TRBL W/SUBJ,Advised,"S 13TH ST & W MORGAN AV,MILWAUKEE","{'lat': 42.981054, 'lng': -87.928946}",
576,182610578-Service in Progress,182610578,2018-09-18 08:17:55,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
577,182610574-Service in Progress,182610574,2018-09-18 08:16:42,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
578,182610572-Service in Progress,182610572,2018-09-18 08:16:22,"3368 N RICHARDS ST,MKE",5,ACC PDO,Service in Progress,"3368 N RICHARDS ST, MILWAUKEE, WI","{'lat': 43.079892, 'lng': -87.907103}",
579,182610568-Unable to Locate Complainant,182610568,2018-09-18 08:16:05,"4023 W LANCASTER AV,MKE",7,CALL FOR POLICE,Unable to Locate Complainant,"4023 W LANCASTER AV, MILWAUKEE, WI","{'lat': 43.109694, 'lng': -87.96263}",
580,182610495-Service in Progress,182610495,2018-09-18 08:15:33,"5600 W SILVER SPRING DR,MKE",4,ACC PI,Service in Progress,"5600 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119481, 'lng': -87.982102}",
581,182610383-Service in Progress,182610383,2018-09-18 08:15:18,"3626 W FOND DU LAC AV,MKE",7,CONVEY PROPERTY,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
582,182610590-City Citation(s) Issued,182610590,2018-09-18 08:24:58,"8500 N SERVITE DR,MKE",4,TRAFFIC STOP,City Citation(s) Issued,"8500 N SERVITE DR, MILWAUKEE, WI","{'lat': 43.172931, 'lng': -88.008133}",
583,182610587-Assignment Completed,182610587,2018-09-18 08:23:23,"125 N 25TH ST,MKE",3,POLICE ADMIN,Assignment Completed,"125 N 25TH ST,MILWAUKEE","{'lat': 43.031394, 'lng': -87.94352}",
584,182610584-Service in Progress,182610584,2018-09-18 08:22:59,"N 17TH ST / W KILBOURN AV,MKE",3,ACC PDO,Service in Progress,"N 17TH ST & W KILBOURN AV, MILWAUKEE, WI","{'lat': 43.041609, 'lng': -87.934154}",
585,182610585-Assignment Completed,182610585,2018-09-18 08:22:44,"7734 W CASPER ST,MKE",4,SUBJ WANTED,Assignment Completed,"7734 W CASPER ST, MILWAUKEE, WI","{'lat': 43.140804, 'lng': -88.007569}",
586,182610583-Service in Progress,182610583,2018-09-18 08:22:02,"6680 N TEUTONIA AV,MKE",4,POLICE ADMIN,Service in Progress,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
587,182610573-To be Filed,182610573,2018-09-18 08:20:39,"504 S 73RD ST,MKE",3,THEFT,To be Filed,"504 S 73RD ST, MILWAUKEE, WI","{'lat': 43.026991, 'lng': -88.003162}",
588,182610533-Advised,182610533,2018-09-18 08:05:56,"2752 N 19TH ST,MKE",5,BATTERY,Advised,"2752 N 19TH ST, MILWAUKEE, WI","{'lat': 43.069014, 'lng': -87.936408}",
589,182610527-Assignment Completed,182610527,2018-09-18 08:00:12,RADIO SHOP,1,RETURN STATION,Assignment Completed,"RADIO SHOP, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
590,182610595-Service in Progress,182610595,2018-09-18 08:26:06,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
591,182610593-Service in Progress,182610593,2018-09-18 08:26:00,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
592,182610517-Unable to Locate Complainant,182610517,2018-09-18 08:07:46,"7012 W APPLETON AV,MKE",7,BATTERY DV,Unable to Locate Complainant,"7012 W APPLETAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
593,182610533-Advised/Referral,182610533,2018-09-18 08:05:56,"2752 N 19TH ST,MKE",5,BATTERY,Advised/Referral,"2752 N 19TH ST, MILWAUKEE, WI","{'lat': 43.069014, 'lng': -87.936408}",
594,182610525-Assignment Completed,182610525,2018-09-18 07:59:45,"8400 N SERVITE DR,MKE",4,POLICE ADMIN,Assignment Completed,"8400 N SERVITE DR, MILWAUKEE, WI","{'lat': 43.171272, 'lng': -88.006492}",
595,182610508-Assignment Completed,182610508,2018-09-18 07:47:39,"2920 N 4TH ST,MKE",5,FOLLOW UP,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
596,182610617-Assignment Completed,182610617,2018-09-18 08:35:00,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
597,182610616-Service in Progress,182610616,2018-09-18 08:34:37,"2333 N 49TH ST,MKE",3,REPORTS,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
598,182610610-Service in Progress,182610610,2018-09-18 08:34:27,"1168 N 50TH PL,MKE",3,RECOVERED VEH,Service in Progress,"1168 N 50TH PL, MILWAUKEE, WI","{'lat': 43.045786, 'lng': -87.976389}",
599,182610614-Service in Progress,182610614,2018-09-18 08:34:22,"N 76TH ST / W GOOD HOPE RD,MKE",4,ACC PDO,Service in Progress,"N 76TH ST & W GOOD HOPE RD,MILWAUKEE","{'lat': 43.148724, 'lng': -88.005467}",
600,182610607-Service in Progress,182610607,2018-09-18 08:33:09,"1558 S LAYTON BL,MKE",2,FAMILY TROUBLE,Service in Progress,"1558 S LAYTBL, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
601,182610604-Service in Progress,182610604,2018-09-18 08:31:41,"1216 N 13TH ST,MKE",3,ABAND/STOLEN PRO,Service in Progress,"1216 N 13TH ST, MILWAUKEE, WI","{'lat': 43.046379, 'lng': -87.928317}",
602,182610592-Service in Progress,182610592,2018-09-18 08:30:35,"S 5TH ST / W MITCHELL ST,MKE",2,ACC UNKN INJ,Service in Progress,"S 5TH ST & W MITCHELL ST, MILWAUKEE, WI","{'lat': 43.012302, 'lng': -87.916812}",
603,182610602-Assignment Completed,182610602,2018-09-18 08:30:17,"4700 W CAPITOL DR,MKE",7,TS TARGETED,Assignment Completed,"4700 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.09018, 'lng': -87.972454}",
604,182610495-To be Filed,182610495,2018-09-18 08:15:33,"5600 W SILVER SPRING DR,MKE",4,ACC PDO,To be Filed,"5600 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119481, 'lng': -87.982102}",
605,182610560-Assignment Completed,182610560,2018-09-18 08:13:20,"5221 N TEUTONIA AV,MKE",4,FIGHT,Assignment Completed,"5221 N TEUTONIA AV,MILWAUKEE","{'lat': 43.112376, 'lng': -87.9504}",
606,182610506-Service in Progress,182610506,2018-09-18 08:39:54,"N SHERMAN BL / W SILVER SPRING DR,MKE",4,ACC PI,Service in Progress,"N SHERMAN BL & W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
607,182610621-Service in Progress,182610621,2018-09-18 08:39:26,"N 39TH ST / W BURLEIGH ST,MKE",7,SUBJ WITH GUN,Service in Progress,"N 39TH ST & W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.073364, 'lng': -87.962117}",
608,182610626-Assignment Completed,182610626,2018-09-18 08:38:16,"N 76TH ST / W GOOD HOPE RD,MKE",4,INVESTIGATION,Assignment Completed,"N 76TH ST & W GOOD HOPE RD,MILWAUKEE","{'lat': 43.148724, 'lng': -88.005467}",
609,182610624-Assignment Completed,182610624,2018-09-18 08:37:53,"4032 N 24TH PL,MKE",5,FOLLOW UP,Assignment Completed,"4032 N 24TH PL, MILWAUKEE, WI","{'lat': 43.09053, 'lng': -87.943028}",
610,182610618-Assignment Completed,182610618,2018-09-18 08:37:22,"1017 N 12TH ST,MKE",3,SUBJ WITH GUN,Assignment Completed,"1017 N 12TH ST,MILWAUKEE","{'lat': 43.043744, 'lng': -87.927878}",
611,182610518-Advised,182610518,2018-09-18 08:36:53,"9036 N 75TH ST,MKE",4,FAMILY TROUBL-DV,Advised,"9036 N 75TH ST, MILWAUKEE, WI","{'lat': 43.183613, 'lng': -88.000845}",
612,182610537-To be Filed,182610537,2018-09-18 08:03:56,"3006 S 27TH ST,MKE",6,FOLLOW UP,To be Filed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
613,182610632-Service in Progress,182610632,2018-09-18 08:43:16,324 S 2ND ST,1,FOLLOW UP,Service in Progress,"324 S 2ND ST, MILWAUKEE, WI","{'lat': 43.027605, 'lng': -87.912098}",
614,182610623-Service in Progress,182610623,2018-09-18 08:41:42,"8949 N 97TH ST,MKE",4,DEAD ON ENTRY,Service in Progress,"8949 N 97TH ST, MILWAUKEE, WI","{'lat': 43.181211, 'lng': -88.033545}",
615,182610513-Assignment Completed,182610513,2018-09-18 07:57:12,"S 9TH ST / W LAPHAM BL,MKE",2,FIRE,Assignment Completed,"S 9TH ST & W LAPHAM BL, MILWAUKEE, WI","{'lat': 43.00934, 'lng': -87.922787}",
616,182610639-Service in Progress,182610639,2018-09-18 08:47:18,"2920 N 4TH ST,MKE",5,INVESTIGATION,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
617,182610636-Assignment Completed,182610636,2018-09-18 08:46:06,"3900 W PORTAGE ST,MKE",4,VACANT HOUSE CHK,Assignment Completed,"3900 W PORTAGE ST, MILWAUKEE, WI","{'lat': 43.154943, 'lng': -87.959957}",
618,182610507-Service in Progress,182610507,2018-09-18 08:45:53,"5860 N SHERMAN BL,MKE",4,ACC PI,Service in Progress,"5860 N SHERMAN BL, MILWAUKEE, WI","{'lat': 43.124267, 'lng': -87.965589}",
619,182610632-Assignment Completed,182610632,2018-09-18 08:43:16,"324 S 2ND ST,MKE",1,FOLLOW UP,Assignment Completed,"324 S 2ND ST, MILWAUKEE, WI","{'lat': 43.027605, 'lng': -87.912098}",
620,182610616-Assignment Completed,182610616,2018-09-18 08:34:37,"2333 N 49TH ST,MKE",3,REPORTS,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
621,182610476-Advised,182610476,2018-09-18 08:09:26,"3716 N 23RD ST,MKE",5,TRBL W/SUBJ,Advised,"3716 N 23RD ST, MILWAUKEE, WI","{'lat': 43.085045, 'lng': -87.940643}",
622,182610536-Assignment Completed,182610536,2018-09-18 08:03:56,"949 N 9TH ST,MKE",1,COURT DUTY,Assignment Completed,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
623,182610649-Service in Progress,182610649,2018-09-18 08:54:43,"W KILBOURN AV / N PLANKINTON AV,MKE",1,ACC PDO,Service in Progress,"W KILBOURN AVE & N PLANKINTAV, MILWAUKEE, WI","{'lat': 43.040818, 'lng': -87.913021}",
624,182610650-Service in Progress,182610650,2018-09-18 08:54:21,"2770 N 47TH ST,MKE",7,FOLLOW UP,Service in Progress,"2770 N 47TH ST, MILWAUKEE, WI","{'lat': 43.069496, 'lng': -87.971958}",
625,182610586-Assignment Completed,182610586,2018-09-18 08:53:13,"5228 W CENTER ST,MKE",7,PROPERTY PICKUP,Assignment Completed,"5228 W CENTER ST, MILWAUKEE, WI","{'lat': 43.06813, 'lng': -87.978977}",
626,182610640-Service in Progress,182610640,2018-09-18 08:50:17,"3617 N 20TH ST,MKE",5,ENTRY,Service in Progress,"3617 N 20TH ST, MILWAUKEE, WI","{'lat': 43.083809, 'lng': -87.937458}",
627,182610571-Assignment Completed,182610571,2018-09-18 08:14:54,"3000 W CANAL ST,MKE",3,POLICE ADMIN,Assignment Completed,"3000 W CANAL ST,MILWAUKEE","{'lat': 43.031311, 'lng': -87.951659}",
628,182610657-Advised,182610657,2018-09-18 08:59:47,"5600 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised,"5600 W CAPITOL DR,MILWAUKEE","{'lat': 43.089303, 'lng': -88.052286}",
629,182610597-Unable to Locate Complainant,182610597,2018-09-18 08:56:55,"2417 W GREENFIELD AV,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant,"2417 W GREENFIELD AV, MILWAUKEE, WI","{'lat': 43.016704, 'lng': -87.944188}",
630,182610654-Assignment Completed,182610654,2018-09-18 08:55:26,"W HAMPTON AV / W APPLETON AV,MKE",7,TRAFFIC HAZARD,Assignment Completed,"W HAMPTAV & W APPLETAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
631,182610652-To be Filed,182610652,2018-09-18 08:55:21,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
632,182610595-Assignment Completed,182610595,2018-09-18 08:26:06,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
633,182610461-To be Filed,182610461,2018-09-18 08:11:33,"1127 W WASHINGTON ST,MKE",2,THEFT VEHICLE,To be Filed,"1127 W WASHINGTST, MILWAUKEE, WI","{'lat': 43.019885, 'lng': -87.926194}",
634,182610546-Assignment Completed,182610546,2018-09-18 08:08:56,"3916 W FAIRMOUNT AV,MKE",7,BATTERY,Assignment Completed,"3916 W FAIRMOUNT AV, MILWAUKEE, WI","{'lat': 43.108406, 'lng': -87.962045}",
635,182610599-To be Filed,182610599,2018-09-18 09:04:41,"N 76TH ST / W APPLETON AV,MKE",7,ABAND/STOLEN PRO,To be Filed,"N 76TH ST & W APPLETAV, MILWAUKEE, WI","{'lat': 43.097209, 'lng': -88.007247}",
636,182610662-Service in Progress,182610662,2018-09-18 09:04:39,"170 S 1ST ST,MKE",1,GRAFFITI,Service in Progress,"170 S 1ST ST, MILWAUKEE, WI","{'lat': 43.029657, 'lng': -87.910462}",
637,182610580-Service in Progress,182610580,2018-09-18 09:04:28,"N 76TH ST / W MILL RD,MKE",4,ACC PDO,Service in Progress,"N 76TH ST & W MILL RD,MILWAUKEE","{'lat': 43.133158, 'lng': -88.005806}",
638,182610665-Service in Progress,182610665,2018-09-18 09:04:17,1840 N FARWELL,1,FOLLOW UP,Service in Progress,"1840 N FARWELL, MILWAUKEE, WI","{'lat': 43.054584, 'lng': -87.890204}",
639,182610664-Service in Progress,182610664,2018-09-18 09:03:53,"S 8TH ST / W GREENFIELD AV,MKE",2,SPECIAL ASSIGN,Service in Progress,"S 8TH ST & W GREENFIELD AV, MILWAUKEE, WI","{'lat': 43.01704, 'lng': -87.921098}",
640,182610653-Service in Progress,182610653,2018-09-18 09:03:18,"3210 W WELLS ST,MKE",3,MEET GOVT AGENCY,Service in Progress,"3210 W WELLS ST,MILWAUKEE","{'lat': 43.040442, 'lng': -87.954443}",
641,182610564-Advised,182610564,2018-09-18 09:03:16,"5300 W CLINTON AV,MKE",4,ACC PDO,Advised,"5300 W CLINTAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
642,182610661-Service in Progress,182610661,2018-09-18 09:02:26,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
643,182610628-Unable to Locate Complainant,182610628,2018-09-18 09:01:39,"401 E CAPITOL DR,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant,"401 E CAPITOL DR,MILWAUKEE","{'lat': 43.08798, 'lng': -87.905979}",
644,182610482-Service in Progress,182610482,2018-09-18 09:01:12,"5736 N 63RD ST,MKE",4,TRBL W/SUBJ,Service in Progress,"5736 N 63RD ST,MILWAUKEE","{'lat': 43.122239, 'lng': -87.988936}",
645,182610650-Assignment Completed,182610650,2018-09-18 08:54:21,"2770 N 47TH ST,MKE",7,TRBL W/SUBJ,Assignment Completed,"2770 N 47TH ST, MILWAUKEE, WI","{'lat': 43.069496, 'lng': -87.971958}",
646,182610621-Unable to Locate Complainant,182610621,2018-09-18 08:39:26,"N 39TH ST / W BURLEIGH ST,MKE",7,SUBJ WITH GUN,Unable to Locate Complainant,"N 39TH ST & W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.073364, 'lng': -87.962117}",
647,182610610-Assignment Completed,182610610,2018-09-18 08:34:27,"1168 N 50TH PL,MKE",3,RECOVERED VEH,Assignment Completed,"1168 N 50TH PL, MILWAUKEE, WI","{'lat': 43.045786, 'lng': -87.976389}",
648,182610614-To be Filed,182610614,2018-09-18 08:34:22,"N 76TH ST / W GOOD HOPE RD,MKE",4,ACC PDO,To be Filed,"N 76TH ST & W GOOD HOPE RD,MILWAUKEE","{'lat': 43.148724, 'lng': -88.005467}",
649,182610570-Assignment Completed,182610570,2018-09-18 08:14:24,"4733 W VLIET ST,MKE",3,RETURN STATION,Assignment Completed,"4733 W VLIET ST, MILWAUKEE, WI","{'lat': 43.048316, 'lng': -87.973303}",
650,182610493-To be Filed,182610493,2018-09-18 08:11:41,"3022 N STOWELL AV,MKE",1,ABAND/STOLEN PRO,To be Filed,"3022 N STOWELL AV, MILWAUKEE, WI","{'lat': 43.073353, 'lng': -87.87877}",
651,182610631-Service in Progress,182610631,2018-09-18 09:08:24,"2207 S 16TH ST,MKE",2,TRBL W/SUBJ-DV,Service in Progress,"2207 S 16TH ST, MILWAUKEE, WI","{'lat': 43.004489, 'lng': -87.93355}",
652,182610668-Assignment Completed,182610668,2018-09-18 09:05:57,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
653,182610644-Assignment Completed,182610644,2018-09-18 09:05:27,"222 N 33RD ST,MKE",3,THEFT,Assignment Completed,"222 N 33RD ST,MILWAUKEE","{'lat': 43.03312, 'lng': -87.954582}",
654,182610663-Service in Progress,182610663,2018-09-18 09:05:23,"820 E RUSSELL AV,MKE",6,BATTERY,Service in Progress,"820 E RUSSELL AV, MILWAUKEE, WI","{'lat': 42.995802, 'lng': -87.898438}",
655,182610666-Advised,182610666,2018-09-18 09:05:08,"4545 N 92ND ST,WAU",7,TRAFFIC STOP,Advised,"4545 N 92ND ST,WAU, MILWAUKEE, WI","{'lat': 43.102178, 'lng': -88.029934}",
656,182610665-Assignment Completed,182610665,2018-09-18 09:04:17,1840 N FARWELL,1,FOLLOW UP,Assignment Completed,"1840 N FARWELL, MILWAUKEE, WI","{'lat': 43.054584, 'lng': -87.890204}",
657,182610653-Advised/Referral,182610653,2018-09-18 09:03:18,"3210 W WELLS ST,MKE",3,MEET GOVT AGENCY,Advised/Referral,"3210 W WELLS ST,MILWAUKEE","{'lat': 43.040442, 'lng': -87.954443}",
