,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
312,182600168-Service in Progress,182600168,2018-09-17 03:39:56,"3957 N 27TH ST,MKE",5,ACC PDO,Service in Progress,"3957 N 27TH ST, MILWAUKEE, WI","{'lat': 43.088717, 'lng': -87.947359}",
313,182600261-Assignment Completed,182600261,2018-09-17 03:36:09,D6,6,RETURN STATION,Assignment Completed,"D6, MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
314,182600259-Service in Progress,182600259,2018-09-17 03:35:12,"2863 N 12TH ST,MKE",5,TRBL W/SUBJ-DV,Service in Progress,"2863 N 12TH ST, MILWAUKEE, WI","{'lat': 43.070861, 'lng': -87.927112}",
315,182600270-Assignment Completed,182600270,2018-09-17 03:44:11,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
316,182600268-Assignment Completed,182600268,2018-09-17 03:43:06,"8220 W HAMPTON AV,MKE",7,BUSINESS CHECK,Assignment Completed,"8220 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
317,182600264-Service in Progress,182600264,2018-09-17 03:42:14,"1204 S 38TH ST,MKE",2,ROBBERY ARMED,Service in Progress,"1204 S 38TH ST, MILWAUKEE, WI","{'lat': 43.018741, 'lng': -87.961498}",
318,182600263-Assignment Completed,182600263,2018-09-17 03:41:28,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
319,182600258-Service in Progress,182600258,2018-09-17 03:40:06,"575 W FRESHWATER WA,MKE",1,ACC UNKN INJ,Service in Progress,"575 W FRESHWATER WA, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
320,182600274-Assignment Completed,182600274,2018-09-17 03:48:16,"9451 N 107TH ST,MKE",4,PARK AND WALK,Assignment Completed,"9451 N 107TH ST, MILWAUKEE, WI","{'lat': 43.190012, 'lng': -88.046427}",
321,182600272-Assignment Completed,182600272,2018-09-17 03:47:03,"7927 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed,"7927 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.08953, 'lng': -88.011778}",
322,182600253-Unable to Locate Complainant,182600253,2018-09-17 03:25:05,"S 1ST ST / W PITTSBURGH AV,MKE",1,ACC UNKN INJ,Unable to Locate Complainant,"S 1ST ST & W PITTSBURGH AV, MILWAUKEE, WI","{'lat': 43.029417, 'lng': -87.910994}",
323,182600280-Service in Progress,182600280,2018-09-17 03:52:51,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
324,182600277-Advised,182600277,2018-09-17 03:51:36,"2319 S 10TH ST,MKE",2,FIGHT,Advised,"2319 S 10TH ST, MILWAUKEE, WI","{'lat': 43.002327, 'lng': -87.925102}",
325,182600276-Assignment Completed,182600276,2018-09-17 03:50:53,4500 W FOREST HOME AV,6,PATROL,Assignment Completed,"4500 W FOREST HOME AV, MILWAUKEE, WI","{'lat': 42.987361, 'lng': -87.970407}",
326,182600267-Advised,182600267,2018-09-17 03:50:37,"2556 N BOOTH ST,MKE",5,WELFARE CITIZEN,Advised,"2556 N BOOTH ST, MILWAUKEE, WI","{'lat': 43.065094, 'lng': -87.903661}",
327,182600253-To be Filed,182600253,2018-09-17 03:25:05,"S 1ST ST / W PITTSBURGH AV,MKE",1,ACC UNKN INJ,To be Filed,"S 1ST ST & W PITTSBURGH AV, MILWAUKEE, WI","{'lat': 43.029417, 'lng': -87.910994}",
328,182600286-Advised,182600286,2018-09-17 03:59:18,"N 5TH ST / W CHAMBERS ST,MKE",5,ENTRY,Advised,"N 5TH ST & W CHAMBERS ST, MILWAUKEE, WI","{'lat': 43.073036, 'lng': -87.916944}",
329,182600283-Advised,182600283,2018-09-17 03:57:40,"8939 W MONROVIA AV,MKE",4,MEET MFD,Advised,"8939 W MONROVIA AV, MILWAUKEE, WI","{'lat': 43.131476, 'lng': -88.024253}",
330,182600281-Service in Progress,182600281,2018-09-17 03:57:17,"N 21ST ST / W BARBEE ST,MKE",3,BATTERY DV,Service in Progress,"N 21ST ST & W BARBEE ST, MILWAUKEE, WI","{'lat': 43.054018, 'lng': -87.938907}",
331,182600285-Assignment Completed,182600285,2018-09-17 03:56:53,"9531 N MICHAEL CT,MKE",4,PARK AND WALK,Assignment Completed,"9531 N MICHAEL CT, MILWAUKEE, WI","{'lat': 43.19108, 'lng': -88.029331}",
332,182600290-Assignment Completed,182600290,2018-09-17 04:03:04,"N SHERMAN BL / W FLORIST AV,MKE",4,SPECIAL ASSIGN,Assignment Completed,"N SHERMAN BL & W FLORIST AV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
333,182600288-Service in Progress,182600288,2018-09-17 04:02:57,"4626 S 14TH ST,MKE",6,PROPERTY DAMAGE,Service in Progress,"4626 S 14TH ST, MILWAUKEE, WI","{'lat': 42.960505, 'lng': -87.93004}",
334,182600287-Assignment Completed,182600287,2018-09-17 04:00:33,"8401 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed,"8401 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.089448, 'lng': -88.019102}",
335,182600259-Advised,182600259,2018-09-17 03:35:12,"2863 N 12TH ST,MKE",5,TRBL W/SUBJ-DV,Advised,"2863 N 12TH ST, MILWAUKEE, WI","{'lat': 43.070861, 'lng': -87.927112}",
336,182600294-Unable to Locate Complainant,182600294,2018-09-17 04:14:14,"N 22ND ST / W HADLEY ST,MKE",5,SHOTS FIRED,Unable to Locate Complainant,"N 22ND ST & W HADLEY ST, MILWAUKEE, WI","{'lat': 43.069651, 'lng': -87.939949}",
337,182600295-Service in Progress,182600295,2018-09-17 04:13:33,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
338,182600244-Assignment Completed,182600244,2018-09-17 03:15:46,"7700 W SHERIDAN AV,MKE",4,ENTRY AUTOS,Assignment Completed,"7700 W SHERIDAN AV, MILWAUKEE, WI","{'lat': 43.118349, 'lng': -88.007124}",
339,182600269-Service in Progress,182600269,2018-09-17 04:19:26,"3229 N BUFFUM ST,MKE",5,PROPERTY DAMAGE,Service in Progress,"3229 N BUFFUM ST, MILWAUKEE, WI","{'lat': 43.077247, 'lng': -87.906675}",
340,182600297-Service in Progress,182600297,2018-09-17 04:17:01,"245 W LINCOLN AV,MKE",2,POLICE ADMIN,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
341,182600265-Unable to Locate Complainant,182600265,2018-09-17 04:15:26,"S 15TH ST / W BECHER ST,MKE",2,WELFARE CITIZEN,Unable to Locate Complainant,"S 15TH ST & W BECHER ST, MILWAUKEE, WI","{'lat': 43.006512, 'lng': -87.931055}",
342,182600299-Service in Progress,182600299,2018-09-17 04:24:36,"3440 W FOND DU LAC AV,MKE",7,PROPERTY DAMAGE,Service in Progress,"3440 W FOND DU LAC AV, MILWAUKEE, WI","{'lat': 43.074986, 'lng': -87.95655}",
343,182600302-Advised,182600302,2018-09-17 04:23:33,"2748 N 23RD ST,MKE",5,TRAFFIC STOP,Advised,"2748 N 23RD ST, MILWAUKEE, WI","{'lat': 43.068933, 'lng': -87.940751}",
344,182600307-Assignment Completed,182600307,2018-09-17 04:29:25,"E NORTH AV / N OAKLAND AV,MKE",1,PATROL,Assignment Completed,"E NORTH AVE & N OAKLAND AV,MILWAUKEE","{'lat': 43.060119, 'lng': -87.88808}",
345,182600271-Service in Progress,182600271,2018-09-17 04:29:11,"208 E TOWNSEND ST,MKE",5,ENTRY,Service in Progress,"208 E TOWNSEND ST, MILWAUKEE, WI","{'lat': 43.080447, 'lng': -87.908957}",
346,182600284-Service in Progress,182600284,2018-09-17 04:27:32,"1109 S 18TH ST,MKE",2,ENTRY,Service in Progress,"1109 S 18TH ST, MILWAUKEE, WI","{'lat': 43.019828, 'lng': -87.935842}",
347,182600305-Assignment Completed,182600305,2018-09-17 04:27:29,"N 25TH ST / W LOCUST ST,MKE",5,INVESTIGATION,Assignment Completed,"N 25TH ST & W LOCUST ST, MILWAUKEE, WI","{'lat': 43.071519, 'lng': -87.944863}",
348,182600304-Assignment Completed,182600304,2018-09-17 04:25:24,"7170 N TEUTONIA AV,MKE",4,BUSINESS CHECK,Assignment Completed,"7170 N TEUTONIA AV, MILWAUKEE, WI","{'lat': 43.147956, 'lng': -87.955586}",
349,182600269-City Citation(s) Issued,182600269,2018-09-17 04:19:26,"3229 N BUFFUM ST,MKE",5,PROPERTY DAMAGE,City Citation(s) Issued,"3229 N BUFFUM ST, MILWAUKEE, WI","{'lat': 43.077247, 'lng': -87.906675}",
350,182600297-Assignment Completed,182600297,2018-09-17 04:17:01,"245 W LINCOLN AV,MKE",2,POLICE ADMIN,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
351,182600313-Advised,182600313,2018-09-17 04:34:51,"N 107TH ST / W BROWN DEER PL,MKE",4,TRAFFIC STOP,Advised,"N 107TH ST & W BROWN DEER PL, MILWAUKEE, WI","{'lat': 43.177491, 'lng': -88.044156}",
352,182600311-Service in Progress,182600311,2018-09-17 04:32:23,"N 76TH PL / W BROWN DEER RD,MKE",4,PATROL,Service in Progress,"N 76TH PL & W BROWN DEER RD, MILWAUKEE, WI","{'lat': 43.177968, 'lng': -88.005389}",
353,182600309-Service in Progress,182600309,2018-09-17 04:32:06,"8517 W KAUL AV,MKE",4,SUSP PERS/AUTO,Service in Progress,"8517 W KAUL AV, MILWAUKEE, WI","{'lat': 43.128048, 'lng': -88.017817}",
354,182600310-Assignment Completed,182600310,2018-09-17 04:31:37,"8901 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed,"8901 W CAPITOL DR,MILWAUKEE","{'lat': 43.088014, 'lng': -88.024006}",
355,182600295-Assignment Completed,182600295,2018-09-17 04:13:33,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
356,182600288-Assignment Completed,182600288,2018-09-17 04:02:57,"4626 S 14TH ST,MKE",6,PROPERTY DAMAGE,Assignment Completed,"4626 S 14TH ST, MILWAUKEE, WI","{'lat': 42.960505, 'lng': -87.93004}",
357,182600281-Assignment Completed,182600281,2018-09-17 03:57:17,"2022 W BARBEE ST,MKE",3,BATTERY DV,Assignment Completed,"2022 W BARBEE ST, MILWAUKEE, WI","{'lat': 43.054252, 'lng': -87.938369}",
358,182600168-To be Filed,182600168,2018-09-17 03:39:56,"3957 N 27TH ST,MKE",5,ACC PDO,To be Filed,"3957 N 27TH ST, MILWAUKEE, WI","{'lat': 43.088717, 'lng': -87.947359}",
359,182600308-Advised,182600308,2018-09-17 04:37:31,"2925 N 22ND ST,MKE",5,TRBL W/SUBJ-DV,Advised,"2925 N 22ND ST,MILWAUKEE","{'lat': 43.072009, 'lng': -87.940178}",
360,182600314-Service in Progress,182600314,2018-09-17 04:35:14,"3006 S 27TH ST,MKE",6,PRISONER TRANS,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
361,182600309-Open Investigation,182600309,2018-09-17 04:32:06,"8517 W KAUL AV,MKE",4,SUSP PERS/AUTO,Open Investigation,"8517 W KAUL AV, MILWAUKEE, WI","{'lat': 43.128048, 'lng': -88.017817}",
362,182600320-Advised,182600320,2018-09-17 04:44:53,"N SWAN RD / W BROWN DEER RD,MKE",4,TRAFFIC STOP,Advised,"N SWAN RD & W BROWN DEER RD,MILWAUKEE","{'lat': 43.177599, 'lng': -88.024343}",
363,182600318-Service in Progress,182600318,2018-09-17 04:41:44,"N 92ND ST / W HAMPTON AV,MKE",7,FIGHT,Service in Progress,"N 92ND ST & W HAMPTAV, MILWAUKEE, WI","{'lat': 43.084187, 'lng': -88.027677}",
364,182600317-To be Filed,182600317,2018-09-17 04:40:48,"2920 N 4TH ST,MKE",5,REPORTS,To be Filed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
365,182600316-Assignment Completed,182600316,2018-09-17 04:40:07,"7900 W MILL RD,MKE",4,INVESTIGATION,Assignment Completed,"7900 W MILL RD, MILWAUKEE, WI","{'lat': 43.134519, 'lng': -88.009372}",
366,182600284-Advised,182600284,2018-09-17 04:27:32,"1109 S 18TH ST,MKE",2,ENTRY,Advised,"1109 S 18TH ST, MILWAUKEE, WI","{'lat': 43.019828, 'lng': -87.935842}",
367,182600325-Assignment Completed,182600325,2018-09-17 04:48:24,"N LAKE DR / E NEWBERRY BL,MKE",1,PATROL,Assignment Completed,"N LAKE DR & E NEWBERRY BL, MILWAUKEE, WI","{'lat': 43.125788, 'lng': -87.904163}",
368,182600324-Advised,182600324,2018-09-17 04:48:07,"3951 N 24TH PL,MKE",5,TRAFFIC STOP,Advised,"3951 N 24TH PL, MILWAUKEE, WI","{'lat': 43.089108, 'lng': -87.943817}",
369,182600332-Assignment Completed,182600332,2018-09-17 04:54:16,"6311 S 13TH ST,MKE",6,BUSINESS CHECK,Assignment Completed,"6311 S 13TH ST, MILWAUKEE, WI","{'lat': 42.929839, 'lng': -87.930592}",
370,182600323-Service in Progress,182600323,2018-09-17 04:53:56,"3301 N OAKLAND AV,MKE",1,THEFT,Service in Progress,"3301 N OAKLAND AV,MILWAUKEE","{'lat': 43.077824, 'lng': -87.888065}",
371,182600330-Service in Progress,182600330,2018-09-17 04:52:36,"4010 W FLORIST AV,MKE",4,STOLEN VEHICLE,Service in Progress,"4010 W FLORIST AV, MILWAUKEE, WI","{'lat': 43.128392, 'lng': -87.965171}",
372,182600329-Assignment Completed,182600329,2018-09-17 04:52:06,"245 W LINCOLN AV,MKE",2,CONVEY PROPERTY,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
373,182600315-Service in Progress,182600315,2018-09-17 04:51:33,"2728 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Service in Progress,"2728 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.090317, 'lng': -87.947936}",
374,182600328-Service in Progress,182600328,2018-09-17 04:59:26,"4115 S 5TH PL,MKE",6,SUSP PERS/AUTO,Service in Progress,"4115 S 5TH PL, MILWAUKEE, WI","{'lat': 42.969764, 'lng': -87.918352}",
375,182600319-Service in Progress,182600319,2018-09-17 04:59:18,"3925 W GOOD HOPE RD,MKE",4,DEAD ON ENTRY,Service in Progress,"3925 W GOOD HOPE RD, MILWAUKEE, WI","{'lat': 43.148088, 'lng': -87.961122}",
376,182600315-Advised,182600315,2018-09-17 04:51:33,"2728 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Advised,"2728 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.090317, 'lng': -87.947936}",
377,182600314-Assignment Completed,182600314,2018-09-17 04:35:14,"3006 S 27TH ST,MKE",6,PRISONER TRANS,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
378,182600271-To be Filed,182600271,2018-09-17 04:29:11,"208 E TOWNSEND ST,MKE",5,ENTRY,To be Filed,"208 E TOWNSEND ST, MILWAUKEE, WI","{'lat': 43.080447, 'lng': -87.908957}",
379,182600321-Unable to Locate Complainant,182600321,2018-09-17 05:04:04,"2677 N 44TH ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant,"2677 N 44TH ST, MILWAUKEE, WI","{'lat': 43.067759, 'lng': -87.969038}",
380,182600336-Advised,182600336,2018-09-17 05:02:28,"3951 N 23RD ST,MKE",5,TRAFFIC STOP,Advised,"3951 N 23RD ST, MILWAUKEE, WI","{'lat': 43.088832, 'lng': -87.941095}",
381,182600339-Service in Progress,182600339,2018-09-17 05:11:49,"4000-BLK N 27TH ST,MKE",5,TRAFFIC STOP,Service in Progress,"4000- N 27TH ST, MILWAUKEE, WI","{'lat': 43.089651, 'lng': -87.947006}",
382,182600337-Service in Progress,182600337,2018-09-17 05:10:48,"951 N JAMES LOVELL ST,MKE",1,ASSIGNMENT,Service in Progress,"951 N JAMES LOVELL ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
383,182600343-Assignment Completed,182600343,2018-09-17 05:15:17,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
384,182600337-Assignment Completed,182600337,2018-09-17 05:10:48,"951 N JAMES LOVELL ST,MKE",1,ASSIGNMENT,Assignment Completed,"951 N JAMES LOVELL ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
385,182600328-Advised,182600328,2018-09-17 04:59:26,"4115 S 5TH PL,MKE",6,SUSP PERS/AUTO,Advised,"4115 S 5TH PL, MILWAUKEE, WI","{'lat': 42.969764, 'lng': -87.918352}",
386,182600318-Assignment Completed,182600318,2018-09-17 04:41:44,"N 92ND ST / W HAMPTON AV,MKE",7,FIGHT,Assignment Completed,"N 92ND ST & W HAMPTAV, MILWAUKEE, WI","{'lat': 43.084187, 'lng': -88.027677}",
387,182600349-Assignment Completed,182600349,2018-09-17 05:24:49,"2525 N SHERMAN BL,MKE",3,SUSP PERS/AUTO,Assignment Completed,"2525 N SHERMAN BL, MILWAUKEE, WI","{'lat': 43.066061, 'lng': -87.968114}",
388,182600347-Assignment Completed,182600347,2018-09-17 05:24:14,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
389,182600339-Assignment Completed,182600339,2018-09-17 05:11:49,"4000-BLK N 27TH ST,MKE",5,TRAFFIC STOP,Assignment Completed,"4000- N 27TH ST, MILWAUKEE, WI","{'lat': 43.089651, 'lng': -87.947006}",
390,182600340-Service in Progress,182600340,2018-09-17 05:27:31,"2920 N 4TH ST,MKE",5,CONVEY PROPERTY,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
391,182600350-Assignment Completed,182600350,2018-09-17 05:26:07,"350 N PLANKINTON AV,MKE",1,BUSINESS CHECK,Assignment Completed,"350 N PLANKINTAV,MILWAUKEE","{'lat': 43.034331, 'lng': -87.91083}",
392,182600334-Unable to Locate Complainant,182600334,2018-09-17 05:34:37,"N 32ND ST / W LISBON AV,MKE",3,SOLICITING,Unable to Locate Complainant,"N 32ND ST & W LISBAV, MILWAUKEE, WI","{'lat': 43.057877, 'lng': -87.954121}",
393,182600353-Unable to Locate Complainant,182600353,2018-09-17 05:33:23,"3235 N 50TH ST,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant,"3235 N 50TH ST, MILWAUKEE, WI","{'lat': 43.077847, 'lng': -87.976263}",
394,182600351-Service in Progress,182600351,2018-09-17 05:31:42,"S 25TH ST / W OHIO AV,MKE",6,SUSP PERS/AUTO,Service in Progress,"S 25TH ST & W OHIO AV, MILWAUKEE, WI","{'lat': 42.98489, 'lng': -87.945796}",
395,182600358-Service in Progress,182600358,2018-09-17 05:44:56,"749 W STATE ST,MKE",1,ASSIGNMENT,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
396,182600355-Assignment Completed,182600355,2018-09-17 05:42:23,"929 W BRUCE ST,MKE",2,BUSINESS CHECK,Assignment Completed,"929 W BRUCE ST, MILWAUKEE, WI","{'lat': 43.024985, 'lng': -87.923361}",
397,182600351-Assignment Completed,182600351,2018-09-17 05:31:42,"S 25TH ST / W OHIO AV,MKE",6,SUSP PERS/AUTO,Assignment Completed,"S 25TH ST & W OHIO AV, MILWAUKEE, WI","{'lat': 42.98489, 'lng': -87.945796}",
398,182600354-Service in Progress,182600354,2018-09-17 05:48:32,"4825 N 87TH ST,MKE",7,TRBL W/SUBJ,Service in Progress,"4825 N 87TH ST, MILWAUKEE, WI","{'lat': 43.105609, 'lng': -88.021182}",
399,182600356-Service in Progress,182600356,2018-09-17 05:45:09,"1003 S 10TH ST,MKE",2,SUBJ WITH GUN,Service in Progress,"1003 S 10TH ST, MILWAUKEE, WI","{'lat': 43.020985, 'lng': -87.924169}",
400,182600346-Advised,182600346,2018-09-17 05:54:42,"2925 N 22ND ST,MKE",5,TRBL W/SUBJ-DV,Advised,"2925 N 22ND ST,MILWAUKEE","{'lat': 43.072009, 'lng': -87.940178}",
401,182600361-Service in Progress,182600361,2018-09-17 05:52:59,"N 30TH ST / W LISBON AV,MKE",3,FOLLOW UP,Service in Progress,"N 30TH ST & W LISBAV, MILWAUKEE, WI","{'lat': 43.066886, 'lng': -87.950964}",
402,182600360-Service in Progress,182600360,2018-09-17 05:50:58,"639 W LAYTON AV,MKE",6,PATROL,Service in Progress,"639 W LAYTAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
403,182600362-Service in Progress,182600362,2018-09-17 05:55:22,"4514 N GREEN BAY AV,MKE",7,SHOTSPOTTER,Service in Progress,"4514 N GREEN BAY AV, MILWAUKEE, WI","{'lat': 43.099133, 'lng': -87.928}",
404,182600358-Assignment Completed,182600358,2018-09-17 05:44:56,"749 W STATE ST,MKE",1,ASSIGNMENT,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
405,182600351-Advised,182600351,2018-09-17 05:31:42,"S 25TH ST / W OHIO AV,MKE",6,SUSP PERS/AUTO,Advised,"S 25TH ST & W OHIO AV, MILWAUKEE, WI","{'lat': 42.98489, 'lng': -87.945796}",
406,182600372-Advised,182600372,2018-09-17 06:04:25,"4600 S 6TH ST,MKE",6,TRAFFIC STOP,Advised,"4600 S 6TH ST, MILWAUKEE, WI","{'lat': 42.960943, 'lng': -87.91903}",
407,182600371-Unable to Locate Complainant,182600371,2018-09-17 06:04:24,"3726 N 28TH ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant,"3726 N 28TH ST, MILWAUKEE, WI","{'lat': 43.085361, 'lng': -87.947916}",
408,182600362-Unable to Locate Complainant,182600362,2018-09-17 05:55:22,"4514 N GREEN BAY AV,MKE",7,SHOTSPOTTER,Unable to Locate Complainant,"4514 N GREEN BAY AV, MILWAUKEE, WI","{'lat': 43.099133, 'lng': -87.928}",
409,182600380-Assignment Completed,182600380,2018-09-17 06:09:37,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
410,182600373-Unable to Locate Complainant,182600373,2018-09-17 06:09:33,"2725 W HOPKINS ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant,"2725 W HOPKINS ST,MILWAUKEE","{'lat': 43.084454, 'lng': -87.950713}",
411,182600361-Assignment Completed,182600361,2018-09-17 05:52:59,"N 30TH ST / W LISBON AV,MKE",3,FOLLOW UP,Assignment Completed,"N 30TH ST & W LISBAV, MILWAUKEE, WI","{'lat': 43.066886, 'lng': -87.950964}",
412,182600360-Assignment Completed,182600360,2018-09-17 05:50:58,"639 W LAYTON AV,MKE",6,PATROL,Assignment Completed,"639 W LAYTAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
413,182600354-Advised,182600354,2018-09-17 05:48:32,"4825 N 87TH ST,MKE",7,TRBL W/SUBJ,Advised,"4825 N 87TH ST, MILWAUKEE, WI","{'lat': 43.105609, 'lng': -88.021182}",
414,182600385-Service in Progress,182600385,2018-09-17 06:14:25,"5615 N 62ND ST,MKE",4,FIRE,Service in Progress,"5615 N 62ND ST, MILWAUKEE, WI","{'lat': 43.119802, 'lng': -87.988476}",
415,182600342-Service in Progress,182600342,2018-09-17 06:11:53,"7451 W APPLETON AV,MKE",7,BATTERY,Service in Progress,"7451 W APPLETAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
416,182600383-Service in Progress,182600383,2018-09-17 06:11:52,"N 20TH ST / W CENTER ST,MKE",3,SPECIAL ASSIGN,Service in Progress,"N 20TH ST & W CENTER ST,MILWAUKEE","{'lat': 43.067797, 'lng': -87.93748}",
417,182600392-Service in Progress,182600392,2018-09-17 06:18:15,"749 W STATE ST,MKE",1,CITIZEN CONVEY,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
418,182600391-Advised,182600391,2018-09-17 06:16:04,"512 W LAYTON AV,MKE",6,TRAFFIC STOP,Advised,"512 W LAYTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
419,182600384-Service in Progress,182600384,2018-09-17 06:15:33,"2853 N 12TH ST,MKE",5,SUBJ WITH GUN-DV,Service in Progress,"2853 N 12TH ST, MILWAUKEE, WI","{'lat': 43.070408, 'lng': -87.926924}",
420,182600397-Advised,182600397,2018-09-17 06:23:46,"1808 W LOCUST ST,MKE",5,TRAFFIC STOP,Advised,"1808 W LOCUST ST, MILWAUKEE, WI","{'lat': 43.071604, 'lng': -87.93587}",
421,182600365-Advised,182600365,2018-09-17 06:23:29,"1935 S 20TH ST,MKE",2,SUSP PERS/AUTO,Advised,"1935 S 20TH ST, MILWAUKEE, WI","{'lat': 43.00945, 'lng': -87.938328}",
422,182600394-Unable to Locate Complainant,182600394,2018-09-17 06:21:49,"3452 S 15TH PL,MKE",6,SUSP PERS/AUTO,Unable to Locate Complainant,"3452 S 15TH PL, MILWAUKEE, WI","{'lat': 42.981725, 'lng': -87.932396}",
423,182600385-Advised,182600385,2018-09-17 06:14:25,"5615 N 62ND ST,MKE",4,FIRE,Advised,"5615 N 62ND ST, MILWAUKEE, WI","{'lat': 43.119802, 'lng': -87.988476}",
424,182600356-To be Filed,182600356,2018-09-17 05:45:09,"1003 S 10TH ST,MKE",2,THEFT,To be Filed,"1003 S 10TH ST, MILWAUKEE, WI","{'lat': 43.020985, 'lng': -87.924169}",
425,182600401-Assignment Completed,182600401,2018-09-17 06:29:07,"9200 W BLUE MOUND RD,MKE",3,BUSINESS CHECK,Assignment Completed,"9200 W BLUE MOUND RD,MILWAUKEE","{'lat': 43.036216, 'lng': -88.027792}",
426,182600400-Service in Progress,182600400,2018-09-17 06:28:23,"N SUMMIT AV / E IVANHOE PL,MKE",1,PARK AND WALK,Service in Progress,"N SUMMIT AVE & E IVANHOE PL, MILWAUKEE, WI","{'lat': 43.058896, 'lng': -87.883274}",
427,182600398-Service in Progress,182600398,2018-09-17 06:26:24,"W LINCOLN AV / S 9TH ST,MKE",2,PARK AND WALK,Service in Progress,"W LINCOLN AVE & S 9TH ST, MILWAUKEE, WI","{'lat': 43.002834, 'lng': -87.922417}",
428,182600405-Service in Progress,182600405,2018-09-17 06:34:26,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
429,182600359-Service in Progress,182600359,2018-09-17 06:32:31,"5714 N 98TH ST,MKE",4,ENTRY AUTOS,Service in Progress,"5714 N 98TH ST, MILWAUKEE, WI","{'lat': 43.121663, 'lng': -88.034058}",
430,182600404-Cleared by Arrest,182600404,2018-09-17 06:32:26,"8401 W CAPITOL DR,MKE",7,TRAFFIC STOP,Cleared by Arrest,"8401 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.089448, 'lng': -88.019102}",
